time,r_x,r_y,r_z,v_x,v_y,v_z,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
7.0284452849e+03,-1.0161521672e+04,2.6428695301e+02,2.0503697027e+02,1.4391809286e+00,-6.1521648787e+00,-1.0130456471e+00,6.3989558463e+00,1.0167025644e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6264903925e+00,-1.3951755062e+00,-1.1424583614e+00,-2.5575057166e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.0425505282e+03,-1.0140837832e+04,1.7750027535e+02,1.9074014494e+02,1.4936491741e+00,-6.1533498684e+00,-1.0141074170e+00,6.4127307998e+00,1.0144184545e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6350985777e+00,-1.3866779259e+00,-1.1343509694e+00,-2.5537265726e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.0551419859e+03,-1.0121723350e+04,1.0001603298e+02,1.7796540056e+02,1.5424877387e+00,-6.1540185746e+00,-1.0149960726e+00,6.4250626509e+00,1.0123781826e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6428157502e+00,-1.3790761281e+00,-1.1271136690e+00,-2.5501955829e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.0677334436e+03,-1.0101992646e+04,2.2525706266e+01,1.6517982220e+02,1.5915283605e+00,-6.1543155375e+00,-1.0158281372e+00,6.4374272083e+00,1.0103368112e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6505640994e+00,-1.3714589906e+00,-1.1198763686e+00,-2.5465153007e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.0774967504e+03,-1.0086267862e+04,-3.7560810244e+01,1.5525899522e+02,1.6296920911e+00,-6.1542870262e+00,-1.0164338779e+00,6.4470367566e+00,1.0087532679e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6565936919e+00,-1.3655421253e+00,-1.1142646288e+00,-2.5435583967e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.0872600572e+03,-1.0070169888e+04,-9.7645935267e+01,1.4533242398e+02,1.6679755637e+00,-6.1540301358e+00,-1.0170047820e+00,6.4566654026e+00,1.0071691905e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6626422480e+00,-1.3596159628e+00,-1.1086528890e+00,-2.5405109199e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.0975511492e+03,-1.0052796411e+04,-1.6097516825e+02,1.3486340023e+02,1.7084573054e+00,-6.1535097569e+00,-1.0175684400e+00,6.4668349463e+00,1.0054989648e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6690384115e+00,-1.3533593434e+00,-1.1027377896e+00,-2.5372002617e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1088947316e+03,-1.0033162587e+04,-2.3077335868e+02,1.2331721898e+02,1.7532311348e+00,-6.1526363626e+00,-1.0181439301e+00,6.4780684378e+00,1.0036573866e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6761133926e+00,-1.3464507924e+00,-1.0962177411e+00,-2.5334334675e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1210584913e+03,-1.0011543822e+04,-3.0560507779e+02,1.1092927927e+02,1.8014177879e+00,-6.1513467523e+00,-1.0187070204e+00,6.4901415167e+00,1.0016821326e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6837288252e+00,-1.3390286307e+00,-1.0892262724e+00,-2.5292567507e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1338954060e+03,-9.9880917365e+03,-3.8455852638e+02,9.7848736043e+01,1.8524662822e+00,-6.1495849174e+00,-1.0192398861e+00,6.5029128803e+00,9.9959709969e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.6917983491e+00,-1.3311798268e+00,-1.0818478885e+00,-2.5246937431e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1473035622e+03,-9.9628949378e+03,-4.6699831294e+02,8.4179255967e+01,1.9059981415e+00,-6.1472998025e+00,-1.0197282586e+00,6.5162849461e+00,9.9741891457e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7002629921e+00,-1.3229642503e+00,-1.0741411673e+00,-2.5197567097e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1612074257e+03,-9.9360069865e+03,-5.5245025394e+02,6.9998003013e+01,1.9617349135e+00,-6.1444440540e+00,-1.0201600643e+00,6.5301855380e+00,9.9515996623e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7090797149e+00,-1.3144259678e+00,-1.0661495242e+00,-2.5144516875e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1751112891e+03,-9.9083424971e+03,-6.3785901107e+02,5.5811280680e+01,2.0176987005e+00,-6.1410869396e+00,-1.0205148188e+00,6.5441200586e+00,9.9290095204e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7179365563e+00,-1.3058682815e+00,-1.0581578810e+00,-2.5089568312e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.1890151525e+03,-9.8798983342e+03,-7.2321756817e+02,4.1620167892e+01,2.0738864503e+00,-6.1372219464e+00,-1.0207914253e+00,6.5580876299e+00,9.9064204930e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7268337904e+00,-1.2972911032e+00,-1.0501662379e+00,-2.5032711278e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2029190159e+03,-9.8506714059e+03,-8.0851881822e+02,2.7425758889e+01,2.1302949824e+00,-6.1328425169e+00,-1.0209887775e+00,6.5720873498e+00,9.8838343774e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7357716906e+00,-1.2886943457e+00,-1.0421745948e+00,-2.4973935672e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2146555103e+03,-9.8253889482e+03,-8.8047318331e+02,1.5442262738e+01,2.1780798116e+00,-6.1287404959e+00,-1.0210928579e+00,6.5839290971e+00,9.8647726519e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7433481811e+00,-1.2814223695e+00,-1.0354287090e+00,-2.4922821455e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2263920047e+03,-9.7995447649e+03,-9.5237720691e+02,3.4578843989e+00,2.2260175315e+00,-6.1242632266e+00,-1.0211389969e+00,6.5957925202e+00,9.8457154082e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7509540051e+00,-1.2741363297e+00,-1.0286828232e+00,-2.4870326991e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2358745089e+03,-9.7782524641e+03,-1.0104322921e+03,-6.2250747803e+00,2.2648590354e+00,-6.1203690039e+00,-1.0211334919e+00,6.6053930089e+00,9.8303221422e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7571206685e+00,-1.2682392652e+00,-1.0232324827e+00,-2.4826901878e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2453570132e+03,-9.7565913865e+03,-1.0684492681e+03,-1.5907798901e+01,2.3037977903e+00,-6.1162250804e+00,-1.0210893593e+00,6.6150069518e+00,9.8149331317e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7633066723e+00,-1.2623329605e+00,-1.0177821422e+00,-2.4782568685e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2552904346e+03,-9.7335037732e+03,-1.1291816372e+03,-2.6050308085e+01,2.3446911817e+00,-6.1116139839e+00,-1.0210013068e+00,6.6250921423e+00,9.7988175558e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7698076711e+00,-1.2561358577e+00,-1.0120726241e+00,-2.4735150030e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2661808612e+03,-9.7077244221e+03,-1.1957107536e+03,-3.7168699148e+01,2.3896437888e+00,-6.1062381509e+00,-1.0208551065e+00,6.6361650779e+00,9.7811563311e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7769596014e+00,-1.2493299932e+00,-1.0058130400e+00,-2.4682009606e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2778237258e+03,-9.6796216970e+03,-1.2667695983e+03,-4.9053187539e+01,2.4378383572e+00,-6.1001165471e+00,-1.0206407406e+00,6.6480211541e+00,9.7622839350e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7846342851e+00,-1.2420402980e+00,-9.9912097062e-01,-2.4623858156e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.2900869809e+03,-9.6494138445e+03,-1.3415352022e+03,-6.1567847696e+01,2.4887504852e+00,-6.0932461352e+00,-1.0203493339e+00,6.6605285229e+00,9.7424172997e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.7927500580e+00,-1.2343469208e+00,-9.9207231404e-01,-2.4561105127e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3028780676e+03,-9.6172395430e+03,-1.4194261349e+03,-7.4616895813e+01,2.5420143182e+00,-6.0856130473e+00,-1.0199728039e+00,6.6735947941e+00,9.7217094516e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8012504781e+00,-1.2263056793e+00,-9.8472027117e-01,-2.4494001047e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3161278885e+03,-9.5831918529e+03,-1.5000042426e+03,-8.8128334277e+01,2.5973574651e+00,-6.0771978352e+00,-1.0195036647e+00,6.6871508920e+00,9.7002755332e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8100940076e+00,-1.2179579759e+00,-9.7710455765e-01,-2.4422705931e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3293777095e+03,-9.5484097573e+03,-1.5804673905e+03,-1.0163301788e+02,2.6528688212e+00,-6.0682594076e+00,-1.0189530176e+00,6.7007276076e+00,9.6788602292e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8189766886e+00,-1.2095918148e+00,-9.6948884413e-01,-2.4349586737e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3433814432e+03,-9.5108478518e+03,-1.6653761982e+03,-1.1589756968e+02,2.7117171415e+00,-6.0582370483e+00,-1.0182813062e+00,6.7150981234e+00,9.6562485981e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8284075978e+00,-1.2007294855e+00,-9.6143979768e-01,-2.4270315250e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3573851769e+03,-9.4724605945e+03,-1.7501404752e+03,-1.3015206240e+02,2.7707439421e+00,-6.0476164888e+00,-1.0175161845e+00,6.7294893100e+00,9.6336618664e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8378827545e+00,-1.1918463907e+00,-9.5339075124e-01,-2.4188987390e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3720038608e+03,-9.4315044465e+03,-1.8384637181e+03,-1.4502036009e+02,2.8325477045e+00,-6.0358836852e+00,-1.0166164864e+00,6.7445331521e+00,9.6101121676e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8478214835e+00,-1.1825509769e+00,-9.4498824462e-01,-2.4101884038e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.3866225446e+03,-9.3896434641e+03,-1.9266105722e+03,-1.5987474309e+02,2.8945344316e+00,-6.0234831683e+00,-1.0156122634e+00,6.7595966835e+00,9.5865944221e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8578090092e+00,-1.1732327719e+00,-9.3658573801e-01,-2.4012518647e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4017527322e+03,-9.3453620986e+03,-2.0176454424e+03,-1.7523258427e+02,2.9588761288e+00,-6.0099369582e+00,-1.0144613327e+00,6.7752064162e+00,9.5622901203e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8681976931e+00,-1.1635644394e+00,-9.2788923001e-01,-2.3917632963e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4168829198e+03,-9.3001058434e+03,-2.1084698225e+03,-1.9057214340e+02,3.0234000585e+00,-5.9956578080e+00,-1.0131953689e+00,6.7908339193e+00,9.5380255522e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8786392780e+00,-1.1538715217e+00,-9.1919272201e-01,-2.3820301255e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4320131073e+03,-9.2538719968e+03,-2.1990725548e+03,-2.0589166814e+02,3.0880988526e+00,-5.9806367093e+00,-1.0118128043e+00,6.8064774386e+00,9.5138035723e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.8891340783e+00,-1.1441539354e+00,-9.1049621401e-01,-2.3720512113e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4477604263e+03,-9.2047113591e+03,-2.2931232474e+03,-2.2181285807e+02,3.1556140854e+00,-5.9642052683e+00,-1.0102483237e+00,6.8227740996e+00,9.4886419669e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9001137909e+00,-1.1340137021e+00,-9.0144499208e-01,-2.3614030849e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4635077453e+03,-9.1544861693e+03,-2.3869087171e+03,-2.3770839208e+02,3.2233015819e+00,-5.9469502001e+00,-1.0085540568e+00,6.8390840801e+00,9.4635329306e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9111518288e+00,-1.1238465716e+00,-8.9239377015e-01,-2.3504862993e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4792550643e+03,-9.1031937868e+03,-2.4804159143e+03,-2.5357621235e+02,3.2911521348e+00,-5.9288613571e+00,-1.0067282233e+00,6.8554052456e+00,9.4384798100e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9222485305e+00,-1.1136524592e+00,-8.8334254821e-01,-2.3392996342e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.4950023832e+03,-9.0508317184e+03,-2.5736316293e+03,-2.6941423303e+02,3.3591562194e+00,-5.9099286088e+00,-1.0047690407e+00,6.8717354062e+00,9.4134859955e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9334042288e+00,-1.1034312838e+00,-8.7429132628e-01,-2.3278418949e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.5113745196e+03,-8.9952553387e+03,-2.6702225059e+03,-2.8584680201e+02,3.4300107570e+00,-5.8893390000e+00,-1.0025888154e+00,6.8887206347e+00,9.3875670562e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9450654641e+00,-1.0927757774e+00,-8.6488097266e-01,-2.3156408629e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.5277466561e+03,-8.9385177252e+03,-2.7664686526e+03,-3.0224246663e+02,3.5010091611e+00,-5.8678149460e+00,-1.0002605164e+00,6.9057105708e+00,9.3617198441e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9567911816e+00,-1.0820908512e+00,-8.5547061905e-01,-2.3031442757e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.5441187925e+03,-8.8806166190e+03,-2.8623546782e+03,-3.1859878622e+02,3.5721395979e+00,-5.8453451757e+00,-9.9778214060e-01,6.9227025597e+00,9.3359483195e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9685817319e+00,-1.0713764266e+00,-8.4606026543e-01,-2.2903508876e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
7.5604909289e+03,-8.8215499578e+03,-2.9578650074e+03,-3.3491328731e+02,3.6433898369e+00,-5.8219184768e+00,-9.9515168817e-01,6.9396938791e+00,9.3102564933e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.9804374565e+00,-1.0606324299e+00,-8.3664991181e-01,-2.2772594896e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
