time,r_x,r_y,r_z,v_x,v_y,v_z,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
3.4250268873e+03,-1.7288065405e+02,1.3200526547e+04,2.1270436005e+03,-4.7069935830e+00,-1.1930187700e-03,7.5084042559e-02,4.7075925511e+00,1.3371914722e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.0974971289e+00,3.0842650951e+00,3.0695591697e+00,1.5214469331e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.4419182358e+03,-2.5238338360e+02,1.3200192612e+04,2.1282613002e+03,-4.7063951512e+00,-3.8344424977e-02,6.9095926934e-02,4.7070585147e+00,1.3373042980e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1034425387e+00,3.0919931880e+00,3.0792679553e+00,1.3165537751e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.4601316377e+03,-3.3809508711e+02,1.3199129512e+04,2.1294609561e+03,-4.7054994098e+00,-7.8391773072e-02,6.2637030665e-02,4.7065691712e+00,1.3374076870e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1098522459e+00,3.1003254690e+00,3.0897366289e+00,1.0955418566e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.4794393877e+03,-4.2893625730e+02,1.3197206212e+04,2.1306042180e+03,-4.7042661932e+00,-1.2083140593e-01,5.5787761820e-02,4.7061484166e+00,1.3374965886e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1166460999e+00,3.1091577568e+00,3.1008343103e+00,8.6117302087e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.4996878256e+03,-5.2417457353e+02,1.3194309098e+04,2.1316610906e+03,-4.7026594274e+00,-1.6532266016e-01,4.8602364337e-02,4.7058154938e+00,1.3375669350e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1237701054e+00,3.1184198077e+00,3.1124726791e+00,6.1531826439e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.5207657085e+03,-6.2327607021e+02,1.3190336506e+04,2.1326066749e+03,-4.7006460677e+00,-2.1161821508e-01,4.1120109539e-02,4.7055867420e+00,1.3376152715e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1311852747e+00,3.1280608348e+00,3.1245877951e+00,3.5934022296e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.5425885451e+03,-7.2583143807e+02,1.3185195577e+04,2.1334194814e+03,-4.6981954043e+00,-2.5952958948e-01,3.3370837409e-02,4.7054765197e+00,1.3376385624e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1388621047e+00,3.1380423354e+00,3.1371310945e+00,9.4282484797e-04,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.5644113816e+03,-8.2832926173e+02,1.3179009320e+04,2.1340631495e+03,-4.6953723194e+00,-3.0741934797e-01,2.5619087887e-02,4.7054951079e+00,1.3376346345e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1465388237e+00,-3.1351615434e+00,-3.1335109133e+00,-1.7078405299e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.5875193727e+03,-9.3679145883e+02,1.3171319807e+04,2.1345602926e+03,-4.6919770661e+00,-3.5810481732e-01,1.7408291630e-02,4.7056552038e+00,1.3376008050e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1546678534e+00,-3.1245921582e+00,-3.1202289345e+00,-4.5144254847e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.6106273638e+03,-1.0451703744e+03,1.3162459356e+04,2.1348676719e+03,-4.6881642917e+00,-4.0876402946e-01,9.1950436291e-03,4.7059597328e+00,1.3375364571e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1627974798e+00,-3.1140223851e+00,-3.1069469558e+00,-7.3205380006e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.6348474553e+03,-1.1586652458e+03,1.3151916337e+04,2.1349861024e+03,-4.6837198309e+00,-4.6183195542e-01,5.8407408902e-04,4.7064339526e+00,1.3374362570e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1713193996e+00,-3.1029432493e+00,-3.0930257655e+00,-1.0260870736e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.6590675468e+03,-1.2720469157e+03,1.3140088384e+04,2.1348959459e+03,-4.6788165413e+00,-5.1486867865e-01,-8.0292119540e-03,4.7070668629e+00,1.3373025342e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1798428101e+00,-3.0918631445e+00,-3.0791045753e+00,-1.3200023700e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.6842750521e+03,-1.3899187903e+03,1.3126414474e+04,2.1345805402e+03,-4.6732259063e+00,-5.7003317655e-01,-1.6995899861e-02,4.7078941210e+00,1.3371277623e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1887157497e+00,-3.0803299937e+00,-3.0646158407e+00,-1.6257384373e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.7094825574e+03,-1.5076434699e+03,1.3111350462e+04,2.1340390799e+03,-4.6671378370e+00,-6.2516117632e-01,-2.5964669506e-02,4.7088933148e+00,1.3369166861e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.1975912501e+00,-3.0687951787e+00,-3.0501271061e+00,-1.9312719912e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.7355835854e+03,-1.6293726122e+03,1.3094288593e+04,2.1332401579e+03,-4.6603094271e+00,-6.8220333448e-01,-3.5253312593e-02,4.7101091433e+00,1.3366598761e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2067845716e+00,-3.0568494044e+00,-3.0351247938e+00,-2.2473816763e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.7616846134e+03,-1.7509165566e+03,1.3075738412e+04,2.1321987693e+03,-4.6529469137e+00,-7.3920330737e-01,-4.4543708650e-02,4.7115093817e+00,1.3363641547e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2159816942e+00,-3.0449011608e+00,-3.0201224816e+00,-2.5631911275e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.7877856414e+03,-1.8722613560e+03,1.3055701041e+04,2.1309148716e+03,-4.6450497839e+00,-7.9615951824e-01,-5.3835612147e-02,4.7130940736e+00,1.3360295298e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2251831560e+00,-3.0329500990e+00,-3.0051201693e+00,-2.8786580924e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.8150865392e+03,-1.9989561461e+03,1.3033152501e+04,2.1293124261e+03,-4.6362169312e+00,-8.5568545971e-01,-6.3556010881e-02,4.7149490353e+00,1.3356379045e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2348128398e+00,-3.0204462490e+00,-2.9894281975e+00,-3.2082147964e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.8423874370e+03,-2.1254017898e+03,1.3008979547e+04,2.1274445893e+03,-4.6267977613e+00,-9.1515993053e-01,-7.3277503367e-02,4.7170059164e+00,1.3352037377e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2444484794e+00,-3.0079385330e+00,-2.9737362257e+00,-3.5373022985e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.8696883349e+03,-2.2515822685e+03,1.2983183611e+04,2.1253113355e+03,-4.6167914103e+00,-9.7458105728e-01,-8.2999801948e-02,4.7192647870e+00,1.3347270420e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2540906947e+00,-2.9954265499e+00,-2.9580442539e+00,-3.8658723291e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.8969892327e+03,-2.3774815387e+03,1.2955766174e+04,2.1229126464e+03,-4.6061969195e+00,-1.0339469388e+00,-9.2722616018e-02,4.7217257244e+00,1.3342078314e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2637401073e+00,-2.9829098980e+00,-2.9423522821e+00,-4.1938766518e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.9242901305e+03,-2.5030835296e+03,1.2926728772e+04,2.1202485121e+03,-4.5950132359e+00,-1.0932556442e+00,-1.0244565168e-01,4.7243888127e+00,1.3336461211e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2733973408e+00,-2.9703881747e+00,-2.9266603104e+00,-4.5212670666e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.9515910283e+03,-2.6283721401e+03,1.2896072991e+04,2.1173189306e+03,-4.5832392120e+00,-1.1525052104e+00,-1.1216861138e-01,4.7272541429e+00,1.3330419279e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2830630206e+00,-2.9578609768e+00,-2.9109683386e+00,-4.8479954118e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
3.9799396028e+03,-2.7581197799e+03,1.2862529822e+04,2.1139960099e+03,-4.5703872686e+00,-1.2139637609e+00,-1.2226428771e-01,4.7304435684e+00,1.3323696081e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.2931092343e+00,-2.9448468184e+00,-2.8946741846e+00,-5.1865097694e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.0082881773e+03,-2.8874940266e+03,1.2827245351e+04,2.1103869011e+03,-4.5568959673e+00,-1.2753541144e+00,-1.3235921437e-01,4.7338512794e+00,1.3316515232e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3031659374e+00,-2.9318258676e+00,-2.8783800307e+00,-5.5242045579e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.0366367519e+03,-3.0164767329e+03,1.2790221546e+04,2.1064916302e+03,-4.5427636987e+00,-1.3366739478e+00,-1.4245304328e-01,4.7374774020e+00,1.3308876965e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3132338384e+00,-2.9187976696e+00,-2.8620858768e+00,-5.8610260039e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.0649853264e+03,-3.1450497040e+03,1.2751460438e+04,2.1023102334e+03,-4.5279887429e+00,-1.3979208901e+00,-1.5254542036e-01,4.7413220705e+00,1.3300781528e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3233136489e+00,-2.9057617683e+00,-2.8457917229e+00,-6.1969203893e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.0933339009e+03,-3.2731946951e+03,1.2710964128e+04,2.0978427569e+03,-4.5125692691e+00,-1.4590925193e+00,-1.6263598516e-01,4.7453854271e+00,1.3292229189e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3334060838e+00,-2.8927177061e+00,-2.8294975689e+00,-6.5318340536e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.1216824754e+03,-3.4008934076e+03,1.2668734787e+04,2.0930892573e+03,-4.4965033358e+00,-1.5201863599e+00,-1.7272437034e-01,4.7496676227e+00,1.3283220231e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3435118615e+00,-2.8796650243e+00,-2.8132034150e+00,-6.8657133956e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.1500310499e+03,-3.5281274867e+03,1.2624774655e+04,2.0880498017e+03,-4.4797888904e+00,-1.5811998797e+00,-1.8281020124e-01,4.7541688161e+00,1.3273754956e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3536317044e+00,-2.8666032624e+00,-2.7969092611e+00,-7.1985048754e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.1793389518e+03,-3.6591591556e+03,1.2577509716e+04,2.0825392566e+03,-4.4618247174e+00,-1.6441909219e+00,-1.9323424867e-01,4.7590527494e+00,1.3263489968e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3641095660e+00,-2.8530894477e+00,-2.7800637063e+00,-7.5413575936e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.2086468537e+03,-3.7896541104e+03,1.2528399977e+04,2.0767232557e+03,-4.4431625678e+00,-1.7070904102e+00,-2.0365472520e-01,4.7641711262e+00,1.3252737971e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3746040441e+00,-2.8395649218e+00,-2.7632181515e+00,-7.8829313979e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.2379547557e+03,-3.9195918565e+03,1.2477448163e+04,2.0706019103e+03,-4.4237997975e+00,-1.7698953348e+00,-2.1407118879e-01,4.7695241501e+00,1.3241499359e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3851159508e+00,-2.8260291703e+00,-2.7463725967e+00,-8.2231673416e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.2672626576e+03,-4.0489518199e+03,1.2424657093e+04,2.0641753446e+03,-4.4037336346e+00,-1.8326026073e+00,-2.2448318675e-01,4.7751120345e+00,1.3229774547e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.3956461033e+00,-2.8124816766e+00,-2.7295270419e+00,-8.5620065528e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.2965705595e+03,-4.1777133434e+03,1.2370029673e+04,2.0574436960e+03,-4.3829611787e+00,-1.8952090563e+00,-2.3489025510e-01,4.7809350019e+00,1.3217563976e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4061953247e+00,-2.7989219221e+00,-2.7126814871e+00,-8.8993902346e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.3258784614e+03,-4.3058556830e+03,1.2313568907e+04,2.0504071162e+03,-4.3614794009e+00,-1.9577114236e+00,-2.4529191798e-01,4.7869932847e+00,1.3204868108e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4167644435e+00,-2.7853493857e+00,-2.6958359324e+00,-9.2352596653e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.3551863633e+03,-4.4333580040e+03,1.2255277894e+04,2.0430657707e+03,-4.3392851437e+00,-2.0201063606e+00,-2.5568768701e-01,4.7932871247e+00,1.3191687428e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4273542945e+00,-2.7717635441e+00,-2.6789903776e+00,-9.5695561983e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.3844942653e+03,-4.5601993773e+03,1.2195159832e+04,2.0354198394e+03,-4.3163751202e+00,-2.0823904236e+00,-2.6607706060e-01,4.7998167733e+00,1.3178022447e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4379657187e+00,-2.7581638714e+00,-2.6621448228e+00,-9.9022212609e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.4138021672e+03,-4.6863587755e+03,1.2133218023e+04,2.0274695174e+03,-4.2927459142e+00,-2.1445600703e+00,-2.7645952330e-01,4.8065824914e+00,1.3163873701e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4485995635e+00,-2.7445498390e+00,-2.6452992680e+00,-1.0233196354e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.4431100691e+03,-4.8118150692e+03,1.2069455873e+04,2.0192150149e+03,-4.2683939797e+00,-2.2066116548e+00,-2.8683454513e-01,4.8135845497e+00,1.3149241751e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4592566835e+00,-2.7309209158e+00,-2.6284537132e+00,-1.0562423049e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.4734926658e+03,-4.9411067911e+03,1.2001437689e+04,2.0103369528e+03,-4.2423821849e+00,-2.2708099686e+00,-2.9758157192e-01,4.8210931652e+00,1.3133563781e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863911e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4703300821e+00,-2.7167759415e+00,-2.6109904468e+00,-1.0901814094e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
4.5038752626e+03,-5.0695962944e+03,1.1931471036e+04,2.0011325064e+03,-4.2155854915e+00,-2.3348730596e+00,-3.0831939052e-01,4.8288563953e+00,1.3117367837e+04,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4814303881e+00,-2.7026137923e+00,-2.5935271805e+00,-1.1239198509e-01,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
