time,ICRF_X,ICRF_Y,ICRF_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
2.6883253139e+06,-5.1306280044e+06,2.2772069495e+08,9.0641891130e+06,-2.2065613380e+01,4.2885643742e+00,-5.9283769780e-01,2.2486318835e+01,2.2795876333e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3348081311e+02,1.2207641276e+02,1.1006024487e+02,1.2213616502e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.7167508787e+06,-5.7578313733e+06,2.2784156959e+08,9.0472963922e+06,-2.2063881269e+01,4.2160933429e+00,-5.9571888134e-01,2.2470985308e+01,2.2809381190e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3363773862e+02,1.2225972018e+02,1.1026770729e+02,1.2189799488e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.7466202916e+06,-6.4168367533e+06,2.2796636572e+08,9.0294575436e+06,-2.2061849874e+01,4.1400386041e+00,-5.9873511522e-01,2.2454924254e+01,2.2823534081e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3380243518e+02,1.2245222178e+02,1.1048570756e+02,1.2164652959e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.7764897045e+06,-7.0757782328e+06,2.2808889163e+08,9.0115287744e+06,-2.2059602749e+01,4.0640838338e+00,-6.0173979390e-01,2.2438915786e+01,2.2837648034e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3396692789e+02,1.2264460421e+02,1.1070370783e+02,1.2139384113e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.8076333352e+06,-7.7627549113e+06,2.2821423012e+08,8.9927397870e+06,-2.2057030912e+01,3.9849955014e+00,-6.0486036904e-01,2.2422280389e+01,2.2852322544e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3413822173e+02,1.2284506721e+02,1.1093100791e+02,1.2112907498e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.8387769659e+06,-8.4496478672e+06,2.2833710722e+08,8.9738538084e+06,-2.2054226349e+01,3.9060162220e+00,-6.0796842962e-01,2.2405702136e+01,2.2866954571e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3430929604e+02,1.2304540171e+02,1.1115830798e+02,1.2086298819e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.8710665141e+06,-9.1617186447e+06,2.2846191024e+08,8.9541709341e+06,-2.2051073844e+01,3.8242462750e+00,-6.1117766222e-01,2.2388574215e+01,2.2882080041e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3448643429e+02,1.2325297233e+02,1.1139397148e+02,1.2058572138e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.9033560623e+06,-9.8736836198e+06,2.2858407485e+08,8.9343846515e+06,-2.2047673167e+01,3.7425939552e+00,-6.1437349540e-01,2.2371507691e+01,2.2897159678e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3466333886e+02,1.2346040600e+02,1.1162963497e+02,1.2030704511e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.9356456105e+06,-1.0585534795e+07,2.2870360485e+08,8.9144953928e+06,-2.2044025325e+01,3.6610594612e+00,-6.1755595608e-01,2.2354502550e+01,2.2912193401e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3484001094e+02,1.2366770331e+02,1.1186529846e+02,1.2002696455e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.9694568965e+06,-1.1330803363e+07,2.2882594840e+08,8.8935588953e+06,-2.2039941746e+01,3.5758089173e+00,-6.2087409597e-01,2.2336761767e+01,2.2927886330e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3502476126e+02,1.2388462459e+02,1.1211206828e+02,1.1973218485e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.0032681825e+06,-1.2075929313e+07,2.2894541171e+08,8.8725104542e+06,-2.2035589396e+01,3.4906879981e+00,-6.2417763357e-01,2.2319088253e+01,2.2943528728e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3520925925e+02,1.2410139770e+02,1.1235883809e+02,1.1943587692e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.0370794684e+06,-1.2820903576e+07,2.2906199916e+08,8.8513505626e+06,-2.2030969411e+01,3.4056969177e+00,-6.2746659965e-01,2.2301481992e+01,2.2959120505e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3539350625e+02,1.2431802330e+02,1.1260560790e+02,1.1913804663e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.0722458238e+06,-1.3595563857e+07,2.2918021282e+08,8.8292249262e+06,-2.2025881543e+01,3.3174375868e+00,-6.3087195287e-01,2.2283241445e+01,2.2975283353e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3558487254e+02,1.2454317495e+02,1.1286226761e+02,1.1882667131e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.1074121792e+06,-1.4370040166e+07,2.2929532519e+08,8.8069798120e+06,-2.2020506641e+01,3.2293191670e+00,-6.3426161095e-01,2.2265073609e+01,2.2991391237e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3577597022e+02,1.2476816852e+02,1.1311892732e+02,1.1851366214e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.1425785345e+06,-1.5144322431e+07,2.2940734124e+08,8.7846157714e+06,-2.2014845959e+01,3.1413418835e+00,-6.3763560837e-01,2.2246978460e+01,2.3007444054e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3596680077e+02,1.2499300479e+02,1.1337558704e+02,1.1819902572e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.1789763478e+06,-1.5945503526e+07,2.2952002431e+08,8.7613439251e+06,-2.2008687413e+01,3.0504326758e+00,-6.4111130042e-01,2.2228326181e+01,2.3024000910e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3616403410e+02,1.2522554953e+02,1.1364123448e+02,1.1787166464e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.2153741610e+06,-1.6746454937e+07,2.2962940124e+08,8.7379458753e+06,-2.2002225429e+01,2.9596751358e+00,-6.4457029068e-01,2.2209751723e+01,2.3040498555e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3636098447e+02,1.2545792740e+02,1.1390688192e+02,1.1754257470e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.2517719742e+06,-1.7547165645e+07,2.2973547756e+08,8.7144222292e+06,-2.1995461373e+01,2.8690694958e+00,-6.4801261713e-01,2.2191255060e+01,2.3056936879e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3655765350e+02,1.2569013925e+02,1.1417252936e+02,1.1721176316e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.2881697875e+06,-1.8347624679e+07,2.2983825880e+08,8.6907735926e+06,-2.1988396599e+01,2.7786159825e+00,-6.5143831767e-01,2.2172836167e+01,2.3073315775e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3675404281e+02,1.2592218589e+02,1.1443817679e+02,1.1687923732e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.3260519038e+06,-1.9180447405e+07,2.2994173804e+08,8.6660284750e+06,-2.1980725811e+01,2.6846355711e+00,-6.5498610226e-01,2.2153748715e+01,2.3090299371e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3695814554e+02,1.2616352086e+02,1.1471465734e+02,1.1653133827e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.3639340201e+06,-2.0012973427e+07,2.3004166024e+08,8.6411492995e+06,-2.1972732244e+01,2.5908204296e+00,-6.5851596078e-01,2.2134745448e+01,2.3107218355e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3716194881e+02,1.2640467872e+02,1.1499113788e+02,1.1618159827e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.4018161364e+06,-2.0845190546e+07,2.3013803165e+08,8.6161367444e+06,-2.1964417396e+01,2.4971707949e+00,-6.6202793564e-01,2.2115826336e+01,2.3124072607e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3736545443e+02,1.2664566041e+02,1.1526761843e+02,1.1583002546e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.4396982527e+06,-2.1677086618e+07,2.3023085856e+08,8.5909914863e+06,-2.1955782755e+01,2.4036868974e+00,-6.6552206919e-01,2.2096991350e+01,2.3140862009e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3756866417e+02,1.2688646685e+02,1.1554409897e+02,1.1547662800e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.4789305767e+06,-2.2538282116e+07,2.3032326448e+08,8.5648108301e+06,-2.1946504836e+01,2.3070459572e+00,-6.6912198037e-01,2.2077573684e+01,2.3158181341e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3777880682e+02,1.2713567248e+02,1.1583043393e+02,1.1510871992e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.5181629006e+06,-2.3399106949e+07,2.3041188244e+08,8.5384893147e+06,-2.1936887133e+01,2.2105832629e+00,-6.7270284779e-01,2.2058246181e+01,2.3175430864e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3798863601e+02,1.2738469217e+02,1.1611676889e+02,1.1473887254e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.5573952246e+06,-2.4259547819e+07,2.3049671945e+08,8.5120276864e+06,-2.1926931264e+01,2.1142990503e+00,-6.7626471809e-01,2.2039008805e+01,2.3192610451e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3819815371e+02,1.2763352697e+02,1.1640310385e+02,1.1436709485e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.5966275485e+06,-2.5119591489e+07,2.3057778251e+08,8.4854266895e+06,-2.1916638834e+01,2.0181935488e+00,-6.7980763776e-01,2.2019861521e+01,2.3209719974e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3840736188e+02,1.2788217788e+02,1.1668943881e+02,1.1399339585e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.6358598725e+06,-2.5979224788e+07,2.3065507863e+08,8.4586870667e+06,-2.1906011439e+01,1.9222669810e+00,-6.8333165319e-01,2.2000804295e+01,2.3226759310e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3861626247e+02,1.2813064594e+02,1.1697577377e+02,1.1361778451e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.6750921965e+06,-2.6838434604e+07,2.3072861485e+08,8.4318095586e+06,-2.1895050660e+01,1.8265195634e+00,-6.8683681059e-01,2.1981837091e+01,2.3243728336e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3882485740e+02,1.2837893217e+02,1.1726210873e+02,1.1324026979e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.7143245204e+06,-2.7697207889e+07,2.3079839819e+08,8.4047949042e+06,-2.1883758068e+01,1.7309515059e+00,-6.9032315606e-01,2.1962959873e+01,2.3260626929e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3903314862e+02,1.2862703758e+02,1.1754844369e+02,1.1286086066e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.7535568444e+06,-2.8555531657e+07,2.3086443570e+08,8.3776438406e+06,-2.1872135225e+01,1.6355630124e+00,-6.9379073554e-01,2.1944172604e+01,2.3277454967e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3924113805e+02,1.2887496318e+02,1.1783477865e+02,1.1247956603e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.7927891683e+06,-2.9413392980e+07,2.3092673442e+08,8.3503571032e+06,-2.1860183679e+01,1.5403542808e+00,-6.9723959482e-01,2.1925475247e+01,2.3294212333e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3944882760e+02,1.2912270999e+02,1.1812111361e+02,1.1209639485e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.8320214923e+06,-3.0270778994e+07,2.3098530141e+08,8.3229354255e+06,-2.1847904966e+01,1.4453255028e+00,-7.0066977957e-01,2.1906867767e+01,2.3310898906e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3965621918e+02,1.2937027901e+02,1.1840744857e+02,1.1171135602e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.8712538162e+06,-3.1127676892e+07,2.3104014373e+08,8.2953795393e+06,-2.1835300615e+01,1.3504768645e+00,-7.0408133527e-01,2.1888350125e+01,2.3327514571e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3986331469e+02,1.2961767126e+02,1.1869378353e+02,1.1132445844e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.9104861402e+06,-3.1984073930e+07,2.3109126846e+08,8.2676901745e+06,-2.1822372139e+01,1.2558085462e+00,-7.0747430728e-01,2.1869922285e+01,2.3344059211e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4007011602e+02,1.2986488773e+02,1.1898011849e+02,1.1093571100e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.9497184641e+06,-3.2839957419e+07,2.3113868267e+08,8.2398680593e+06,-2.1809121043e+01,1.1613207224e+00,-7.1084874079e-01,2.1851584208e+01,2.3360532711e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4027662506e+02,1.3011192944e+02,1.1926645345e+02,1.1054512258e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
3.9889507881e+06,-3.3695314734e+07,2.3118239344e+08,8.2119139202e+06,-2.1795548821e+01,1.0670135625e+00,-7.1420468083e-01,2.1833335857e+01,2.3376934958e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4048284367e+02,1.3035879737e+02,1.1955278841e+02,1.1015270204e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
4.0281831120e+06,-3.4550133303e+07,2.3122240788e+08,8.1838284817e+06,-2.1781656954e+01,9.7288722990e-01,-7.1754217228e-01,2.1815177194e+01,2.3393265840e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4068877373e+02,1.3060549252e+02,1.1983912337e+02,1.0975845824e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
4.0674154360e+06,-3.5404400617e+07,2.3125873306e+08,8.1556124669e+06,-2.1767446914e+01,8.7894188318e-01,-7.2086125986e-01,2.1797108179e+01,2.3409525244e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4089441710e+02,1.3085201589e+02,1.2012545834e+02,1.0936240002e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
4.1066477599e+06,-3.6258104220e+07,2.3129137611e+08,8.1272665969e+06,-2.1752920163e+01,7.8517767547e-01,-7.2416198810e-01,2.1779128775e+01,2.3425713062e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4109977563e+02,1.3109836848e+02,1.2041179330e+02,1.0896453621e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
4.1458800839e+06,-3.7111231715e+07,2.3132034412e+08,8.0987915910e+06,-2.1738078149e+01,6.9159475483e-01,-7.2744440141e-01,2.1761238942e+01,2.3441829184e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4130485116e+02,1.3134455126e+02,1.2069812826e+02,1.0856487564e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
4.1851124078e+06,-3.7963770764e+07,2.3134564422e+08,8.0701881670e+06,-2.1722922313e+01,5.9819326430e-01,-7.3070854399e-01,2.1743438642e+01,2.3457873503e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.4150964554e+02,1.3159056522e+02,1.2098446322e+02,1.0816342711e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
