time,ICRF_X,ICRF_Y,ICRF_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
1.3454563798e+06,2.4449709870e+07,2.1961752316e+08,9.7633800025e+06,-2.1909905860e+01,7.8117298012e+00,-4.4443122352e-01,2.3265094378e+01,2.2118989213e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2584025605e+02,1.1328534537e+02,1.0025938976e+02,1.3205355992e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.3862302478e+06,2.3556112302e+07,2.1993380001e+08,9.7451594568e+06,-2.1921890076e+01,7.7020008606e+00,-4.4930131032e-01,2.3239878516e+01,2.2140626672e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2607924668e+02,1.1355627726e+02,1.0055697559e+02,1.3179278946e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.4270041159e+06,2.2662035886e+07,2.2024560613e+08,9.7267408152e+06,-2.1933394292e+01,7.5924363337e+00,-4.5414804152e-01,2.3214760931e+01,2.2162198532e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2631777135e+02,1.1382694489e+02,1.0085456143e+02,1.3152937732e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.4677779840e+06,2.1767500140e+07,2.2055294825e+08,9.7081250289e+06,-2.1944421109e+01,7.4830371293e+00,-4.5897147060e-01,2.3189741639e+01,2.2183704545e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2655583284e+02,1.1409734960e+02,1.0115214726e+02,1.3126333482e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.5085518521e+06,2.0872524477e+07,2.2085583312e+08,9.6893130468e+06,-2.1954973111e+01,7.3738041379e+00,-4.6377165123e-01,2.3164820653e+01,2.2205144469e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2679343390e+02,1.1436749269e+02,1.0144973310e+02,1.3099467322e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.5493257201e+06,1.9977128204e+07,2.2115426755e+08,9.6703058159e+06,-2.1965052864e+01,7.2647382319e+00,-4.6854863721e-01,2.3139997985e+01,2.2226518063e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2703057729e+02,1.1463737548e+02,1.0174731893e+02,1.3072340378e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.5900995882e+06,1.9081330525e+07,2.2144825836e+08,9.6511042807e+06,-2.1974662919e+01,7.1558402661e+00,-4.7330248249e-01,2.3115273643e+01,2.2247825089e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2726726574e+02,1.1490699927e+02,1.0204490477e+02,1.3044953773e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.6308734563e+06,1.8185150540e+07,2.2173781242e+08,9.6317093837e+06,-2.1983805811e+01,7.0471110775e+00,-4.7803324115e-01,2.3090647636e+01,2.2269065311e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2750350197e+02,1.1517636536e+02,1.0234249060e+02,1.3017308625e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.6716473243e+06,1.7288607245e+07,2.2202293662e+08,9.6121220651e+06,-2.1992484055e+01,6.9385514863e+00,-4.8274096739e-01,2.3066119970e+01,2.2290238495e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2773928869e+02,1.1544547506e+02,1.0264007644e+02,1.2989406050e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.7124211924e+06,1.6391719534e+07,2.2230363790e+08,9.5923432630e+06,-2.2000700152e+01,6.8301622954e+00,-4.8742571554e-01,2.3041690650e+01,2.2311344411e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2797462861e+02,1.1571432966e+02,1.0293766227e+02,1.2961247161e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.7531950605e+06,1.5494506201e+07,2.2257992322e+08,9.5723739130e+06,-2.2008456587e+01,6.7219442910e+00,-4.9208754001e-01,2.3017359678e+01,2.2332382830e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2820952441e+02,1.1598293046e+02,1.0323524811e+02,1.2932833068e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.7895362858e+06,1.4694572211e+07,2.2282245652e+08,9.5544156449e+06,-2.2014984381e+01,6.6256358814e+00,-4.9622328762e-01,2.2995756689e+01,2.2351077030e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2841851187e+02,1.1622211804e+02,1.0350048254e+02,1.2907293756e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.8258775110e+06,1.3894407566e+07,2.2306149234e+08,9.5363074081e+06,-2.2021150720e+01,6.5294646073e+00,-5.0034090679e-01,2.2974231828e+01,2.2369717272e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2862715054e+02,1.1646110594e+02,1.0376571698e+02,1.2881553374e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.8622187363e+06,1.3094025371e+07,2.2329703567e+08,9.5180498608e+06,-2.2026957328e+01,6.4334309929e+00,-5.0444043623e-01,2.2952785095e+01,2.2388303400e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2883544229e+02,1.1669989506e+02,1.0403095141e+02,1.2855612703e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.8985599616e+06,1.2293438666e+07,2.2352909154e+08,9.4996436597e+06,-2.2032405923e+01,6.3375355524e+00,-5.0852191470e-01,2.2931416488e+01,2.2406835258e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2904338899e+02,1.1693848632e+02,1.0429618585e+02,1.2829472520e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.9349011869e+06,1.1492660433e+07,2.2375766497e+08,9.4810894601e+06,-2.2037498208e+01,6.2417787903e+00,-5.1258538100e-01,2.2910126004e+01,2.2425312692e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2925099252e+02,1.1717688062e+02,1.0456142029e+02,1.2803133603e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
1.9712424121e+06,1.0691703589e+07,2.2398276100e+08,9.4623879158e+06,-2.2042235880e+01,6.1461612015e+00,-5.1663087396e-01,2.2888913639e+01,2.2443735549e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2945825471e+02,1.1741507887e+02,1.0482665472e+02,1.2776596727e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.0075836374e+06,9.8905809891e+06,2.2420438472e+08,9.4435396794e+06,-2.2046620624e+01,6.0506832712e+00,-5.2065843243e-01,2.2867779389e+01,2.2462103677e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2966517743e+02,1.1765308196e+02,1.0509188916e+02,1.2749862665e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.0439248627e+06,9.0893054304e+06,2.2442254119e+08,9.4245454018e+06,-2.2050654113e+01,5.9553454755e+00,-5.2466809532e-01,2.2846723248e+01,2.2480416927e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.2987176251e+02,1.1789089079e+02,1.0535712359e+02,1.2722932189e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.0802660879e+06,8.2878896469e+06,2.2463723552e+08,9.4054057328e+06,-2.2054338014e+01,5.8601482808e+00,-5.2865990154e-01,2.2825745210e+01,2.2498675151e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3007801179e+02,1.1812850627e+02,1.0562235803e+02,1.2695806069e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.1126668788e+06,7.5732624536e+06,2.2482573557e+08,9.3882192823e+06,-2.2057329032e+01,5.7753921332e+00,-5.3220385539e-01,2.2807107648e+01,2.2514907138e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3026161604e+02,1.1834019508e+02,1.0585883342e+02,1.2671456852e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.1450676696e+06,6.8585428137e+06,2.2501149128e+08,9.3709182339e+06,-2.2060044644e+01,5.6907484314e+00,-5.3573367353e-01,2.2788532160e+01,2.2531095164e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3044495610e+02,1.1855173153e+02,1.0609530881e+02,1.2646953271e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.1774684604e+06,6.1437396320e+06,2.2519450629e+08,9.3535030453e+06,-2.2062486009e+01,5.6062174881e+00,-5.3924938358e-01,2.2770018738e+01,2.2547239126e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3062803325e+02,1.1876311626e+02,1.0633178420e+02,1.2622295870e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.2098692512e+06,5.4288617754e+06,2.2537478426e+08,9.3359741730e+06,-2.2064654280e+01,5.5217996105e+00,-5.4275101315e-01,2.2751567376e+01,2.2563338923e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3081084878e+02,1.1897434989e+02,1.0656825959e+02,1.2597485190e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.2422700420e+06,4.7139180738e+06,2.2555232886e+08,9.3183320730e+06,-2.2066550603e+01,5.4374951002e+00,-5.4623858987e-01,2.2733178068e+01,2.2579394454e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3099340397e+02,1.1918543307e+02,1.0680473498e+02,1.2572521770e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.2746708328e+06,3.9989173201e+06,2.2572714377e+08,9.3005771999e+06,-2.2068176120e+01,5.3533042534e+00,-5.4971214136e-01,2.2714850806e+01,2.2595405620e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3117570007e+02,1.1939636641e+02,1.0704121037e+02,1.2547406151e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.3028659341e+06,3.3766855325e+06,2.2587704901e+08,9.2850355338e+06,-2.2069371164e+01,5.2801342693e+00,-5.5272342757e-01,2.2698952942e+01,2.2609302324e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3133412394e+02,1.1957979873e+02,1.0724699077e+02,1.2525427162e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.3310610354e+06,2.7544229207e+06,2.2602489243e+08,9.2694091133e+06,-2.2070362744e+01,5.2070507653e+00,-5.5572413235e-01,2.2683102050e+01,2.2623165293e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3149235341e+02,1.1976311848e+02,1.0745277117e+02,1.2503333682e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.3592561367e+06,2.1321352107e+06,2.2617067647e+08,9.2536982366e+06,-2.2071151600e+01,5.1340539267e+00,-5.5871427390e-01,2.2667298125e+01,2.2636994462e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3165038932e+02,1.1994632606e+02,1.0765855157e+02,1.2481126066e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.3874512381e+06,1.5098281082e+06,2.2631440358e+08,9.2379032013e+06,-2.2071738468e+01,5.0611439361e+00,-5.6169387042e-01,2.2651541161e+01,2.2650789767e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3180823249e+02,1.2012942189e+02,1.0786433196e+02,1.2458804666e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.4112479181e+06,9.8458969541e+05,2.2643411051e+08,9.2245069129e+06,-2.2072077147e+01,4.9996755814e+00,-5.6420045901e-01,2.2638278814e+01,2.2662406613e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3194130283e+02,1.2028386821e+02,1.0803801072e+02,1.2439877109e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.4350445982e+06,4.5934492464e+05,2.2655235544e+08,9.2110510650e+06,-2.2072272903e+01,4.9382693261e+00,-5.6669955987e-01,2.2625049910e+01,2.2673999253e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3207423696e+02,1.2043823546e+02,1.0821168949e+02,1.2420868963e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.4556590349e+06,4.3367086711e+03,2.2665360723e+08,9.1993466114e+06,-2.2072327287e+01,4.8851249852e+00,-5.6885842078e-01,2.2613617090e+01,2.2684022057e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3218928457e+02,1.2057189602e+02,1.0836214282e+02,1.2404337726e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.4732652027e+06,-3.8427216948e+05,2.2673921627e+08,9.1893149963e+06,-2.2072289290e+01,4.8397730184e+00,-5.7069780165e-01,2.2603872530e+01,2.2692567808e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3228746286e+02,1.2068600475e+02,1.0849064047e+02,1.2390171241e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.4908713705e+06,-7.7287969516e+05,2.2682402714e+08,9.1792510328e+06,-2.2072173681e+01,4.7944551923e+00,-5.7253309939e-01,2.2594146271e+01,2.2701100255e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3238556728e+02,1.2080007055e+02,1.0861913812e+02,1.2375960943e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.5108454905e+06,-1.2137498592e+06,2.2691927904e+08,9.1677944341e+06,-2.2071948771e+01,4.7430837072e+00,-5.7461029839e-01,2.2583134030e+01,2.2710764153e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3249677714e+02,1.2092942584e+02,1.0876491813e+02,1.2359786483e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.5326943142e+06,-1.6959922620e+06,2.2702229642e+08,9.1552151072e+06,-2.2071588914e+01,4.6869411195e+00,-5.7687645210e-01,2.2571115185e+01,2.2721315416e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3261831656e+02,1.2107085903e+02,1.0892438057e+02,1.2342029637e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.5560481453e+06,-2.2114426620e+06,2.2713105428e+08,9.1417146145e+06,-2.2071073121e+01,4.6269896451e+00,-5.7929177763e-01,2.2558299601e+01,2.2732570740e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3274810332e+02,1.2122196200e+02,1.0909482723e+02,1.2322975540e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.5806836049e+06,-2.7551654934e+06,2.2724426398e+08,9.1274121904e+06,-2.2070382587e+01,4.5638135790e+00,-5.8183190651e-01,2.2544815597e+01,2.2744418238e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3288487354e+02,1.2138127633e+02,1.0927462777e+02,1.2302792996e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.6064298972e+06,-3.3233850153e+06,2.2736091608e+08,9.1123980928e+06,-2.2069500751e+01,4.4978607989e+00,-5.8447808523e-01,2.2530761856e+01,2.2756771925e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3302765884e+02,1.2154768572e+02,1.0946253567e+02,1.2281609824e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.6331648232e+06,-3.9133973266e+06,2.2748025144e+08,9.0967354852e+06,-2.2068412376e+01,4.4294534426e+00,-5.8721670954e-01,2.2516209851e+01,2.2769569621e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3317576317e+02,1.2172038960e+02,1.0965765906e+02,1.2259515540e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
2.6598997492e+06,-4.5033781950e+06,2.2759775901e+08,9.0809997854e+06,-2.2067148662e+01,4.3611256345e+00,-5.8994601127e-01,2.2501700006e+01,2.2782336333e+08,-3.2933400184e+02,2.0147704558e+08,1.2738189627e-07,4.9325575228e+07,5.0099307825e+09,-1.7387377105e+08,-2.0304852226e+08,5.0027937849e+09,2.4750577263e-01,1.8327084978e-01,-1.6634529546e-01,-3.8182118561e-04,1.8913474159e+08,2.5134377742e+08,1.5161031375e+08,1.9520837316e+08,1.3332370131e+02,1.2189299656e+02,1.0985278245e+02,1.2237322011e+01,3.0586593512e+00,4.0573984775e+01,3.5834325503e+02
