time,ICRF_X,ICRF_Y,ICRF_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,V_infinity,b_impact_parameter,beta,b_impact_parameter_x,b_impact_parameter_y,r_soi,within_target_soi
1.6179759865e+07,-3.5194799597e+07,2.3388465757e+08,8.4515328135e+06,-2.1602974203e+01,1.0702273409e+00,-7.2117280219e-01,2.1641487269e+01,2.3666883059e+08,-3.2654950748e+02,2.0319504449e+08,1.2576980923e-07,4.9957818538e+07,5.0223929923e+09,-1.7771631538e+08,-2.0795977760e+08,5.0149377874e+09,2.5408577291e-01,1.8802250282e-01,-1.7090037668e-01,-4.2388121356e-04,1.9007685776e+08,2.5482401442e+08,1.5156607456e+08,1.9652652638e+08,1.4078691552e+02,1.3041752325e+02,1.1933390248e+02,1.1310464362e+01,3.1222366219e+00,4.0516227203e+01,3.5824480181e+02,3.2664853323e+00,2.4206104197e+06,1.5691381474e+00,1.1288552343e+06,-2.1412708058e+06,5.1456892144e+05,0.0000000000e+00
1.6181933835e+07,-3.5241762984e+07,2.3388697869e+08,8.4499647955e+06,-2.1602209953e+01,1.0651418668e+00,-7.2136599324e-01,2.1640479915e+01,2.3667805678e+08,-3.2654944935e+02,2.0319508066e+08,1.2576977565e-07,4.9957831877e+07,5.0223934385e+09,-1.7771852397e+08,-2.0796012297e+08,5.0149381417e+09,2.5408577348e-01,1.8802265284e-01,-1.7090021269e-01,-4.2379803130e-04,1.9007689154e+08,2.5482405989e+08,1.5156610142e+08,1.9652656133e+08,1.4079803278e+02,1.3043091154e+02,1.1934949659e+02,1.1308271398e+01,3.1222557370e+00,4.0516531878e+01,3.5824515709e+02,3.2664649930e+00,2.4205803094e+06,1.5691381061e+00,1.1288590780e+06,-2.1412347411e+06,5.1456901304e+05,0.0000000000e+00
1.6183635317e+07,-3.5278518258e+07,2.3388878762e+08,8.4487372752e+06,-2.1601611167e+01,1.0611620406e+00,-7.2151717810e-01,2.1639691701e+01,2.3668527624e+08,-3.2654940356e+02,2.0319510915e+08,1.2576974920e-07,4.9957842386e+07,5.0223937912e+09,-1.7772025732e+08,-2.0796039441e+08,5.0149384222e+09,2.5408577312e-01,1.8802277017e-01,-1.7090008324e-01,-4.2373274408e-04,1.9007691823e+08,2.5482409556e+08,1.5156612275e+08,1.9652658891e+08,1.4080673304e+02,1.3044138950e+02,1.1936170133e+02,1.1306554658e+01,3.1222707410e+00,4.0516770940e+01,3.5824543594e+02,3.2664491183e+00,2.4205568262e+06,1.5691380739e+00,1.1288618511e+06,-2.1412067322e+06,5.1456908520e+05,0.0000000000e+00
1.6185561239e+07,-3.5320120621e+07,2.3389082700e+08,8.4473475247e+06,-2.1600932723e+01,1.0566576439e+00,-7.2168828607e-01,2.1638799732e+01,2.3669344637e+08,-3.2654935141e+02,2.0319514161e+08,1.2576971907e-07,4.9957854354e+07,5.0223941939e+09,-1.7772222440e+08,-2.0796070288e+08,5.0149387430e+09,2.5408577186e-01,1.8802290288e-01,-1.7089993554e-01,-4.2365865015e-04,1.9007694871e+08,2.5482413600e+08,1.5156614721e+08,1.9652662036e+08,1.4081658012e+02,1.3045324901e+02,1.1937551580e+02,1.1304611052e+01,3.1222877702e+00,4.0517042175e+01,3.5824575239e+02,3.2664312280e+00,2.4205303396e+06,1.5691380376e+00,1.1288650276e+06,-2.1411751153e+06,5.1456916738e+05,0.0000000000e+00
1.6187487161e+07,-3.5361721677e+07,2.3389285770e+08,8.4459574446e+06,-2.1600253563e+01,1.0521536729e+00,-7.2185937345e-01,2.1637907992e+01,2.3670161479e+08,-3.2654929891e+02,2.0319517427e+08,1.2576968874e-07,4.9957866400e+07,5.0223946006e+09,-1.7772419686e+08,-2.0796101264e+08,5.0149390675e+09,2.5408576969e-01,1.8802303550e-01,-1.7089978658e-01,-4.2358434915e-04,1.9007697949e+08,2.5482417652e+08,1.5156617202e+08,1.9652665207e+08,1.4082642632e+02,1.3046510791e+02,1.1938933007e+02,1.1302667004e+01,3.1223048483e+00,4.0517314090e+01,3.5824606972e+02,3.2664134109e+00,2.4205039527e+06,1.5691380014e+00,1.1288681388e+06,-2.1411436454e+06,5.1456925009e+05,0.0000000000e+00
1.6189413083e+07,-3.5403321425e+07,2.3389487973e+08,8.4445670351e+06,-2.1599573687e+01,1.0476501274e+00,-7.2203044029e-01,2.1637016482e+01,2.3670978147e+08,-3.2654924608e+02,2.0319520715e+08,1.2576965821e-07,4.9957878525e+07,5.0223950111e+09,-1.7772617473e+08,-2.0796132369e+08,5.0149393957e+09,2.5408576659e-01,1.8802316802e-01,-1.7089963637e-01,-4.2350984087e-04,1.9007701057e+08,2.5482421712e+08,1.5156619717e+08,1.9652668403e+08,1.4083627164e+02,1.3047696621e+02,1.1940314414e+02,1.1300722515e+01,3.1223219753e+00,4.0517586685e+01,3.5824638792e+02,3.2663956693e+00,2.4204776629e+06,1.5691379654e+00,1.1288711812e+06,-2.1411123214e+06,5.1456933335e+05,0.0000000000e+00
1.6191339005e+07,-3.5444919862e+07,2.3389689309e+08,8.4431762961e+06,-2.1598893097e+01,1.0431470075e+00,-7.2220148660e-01,2.1636125201e+01,2.3671794644e+08,-3.2654919289e+02,2.0319524024e+08,1.2576962749e-07,4.9957890729e+07,5.0223954256e+09,-1.7772815799e+08,-2.0796163604e+08,5.0149397275e+09,2.5408576257e-01,1.8802330043e-01,-1.7089948489e-01,-4.2343512509e-04,1.9007704194e+08,2.5482425780e+08,1.5156622267e+08,1.9652671625e+08,1.4084611607e+02,1.3048882389e+02,1.1941695802e+02,1.1298777585e+01,3.1223391513e+00,4.0517859960e+01,3.5824670700e+02,3.2663780061e+00,2.4204514728e+06,1.5691379295e+00,1.1288741590e+06,-2.1410811440e+06,5.1456941715e+05,0.0000000000e+00
1.6193264927e+07,-3.5486516988e+07,2.3389889777e+08,8.4417852278e+06,-2.1598211792e+01,1.0386443129e+00,-7.2237251241e-01,2.1635234149e+01,2.3672610968e+08,-3.2654913937e+02,2.0319527355e+08,1.2576959657e-07,4.9957903012e+07,5.0223958440e+09,-1.7773014665e+08,-2.0796194969e+08,5.0149400631e+09,2.5408575760e-01,1.8802343274e-01,-1.7089933213e-01,-4.2336020160e-04,1.9007707361e+08,2.5482429857e+08,1.5156624853e+08,1.9652674873e+08,1.4085595963e+02,1.3050068097e+02,1.1943077170e+02,1.1296832214e+01,3.1223563763e+00,4.0518133916e+01,3.5824702696e+02,3.2663604237e+00,2.4204253810e+06,1.5691378938e+00,1.1288770701e+06,-2.1410501128e+06,5.1456950150e+05,0.0000000000e+00
1.6195358331e+07,-3.5531729995e+07,2.3390106695e+08,8.4402728157e+06,-2.1597470430e+01,1.0337505373e+00,-7.2255838775e-01,2.1634265871e+01,2.3673498086e+08,-3.2654908079e+02,2.0319531000e+08,1.2576956273e-07,4.9957916455e+07,5.0223963033e+09,-1.7773231439e+08,-2.0796229209e+08,5.0149404320e+09,2.5408575114e-01,1.8802357643e-01,-1.7089916464e-01,-4.2327852680e-04,1.9007710837e+08,2.5482434296e+08,1.5156627703e+08,1.9652678433e+08,1.4086665821e+02,1.3051356847e+02,1.1944578643e+02,1.1294717169e+01,3.1223751549e+00,4.0518432467e+01,3.5824737574e+02,3.2663414024e+00,2.4203971318e+06,1.5691378551e+00,1.1288801278e+06,-2.1410165653e+06,5.1456959381e+05,0.0000000000e+00
1.6197451735e+07,-3.5576941450e+07,2.3390322589e+08,8.4387600145e+06,-2.1596728223e+01,1.0288572642e+00,-7.2274423893e-01,2.1633297863e+01,2.3674385000e+08,-3.2654902180e+02,2.0319534670e+08,1.2576952865e-07,4.9957929992e+07,5.0223967672e+09,-1.7773448852e+08,-2.0796263605e+08,5.0149408054e+09,2.5408574355e-01,1.8802371998e-01,-1.7089899563e-01,-4.2319660611e-04,1.9007714349e+08,2.5482438745e+08,1.5156630595e+08,1.9652682024e+08,1.4087735575e+02,1.3052645525e+02,1.1946080093e+02,1.1292601602e+01,3.1223939916e+00,4.0518731822e+01,3.5824772556e+02,3.2663224793e+00,2.4203689995e+06,1.5691378166e+00,1.1288831112e+06,-2.1409831889e+06,5.1456968676e+05,0.0000000000e+00
1.6199545139e+07,-3.5622151350e+07,2.3390537458e+08,8.4372468243e+06,-2.1595985173e+01,1.0239644934e+00,-7.2293006598e-01,2.1632330128e+01,2.3675271711e+08,-3.2654896240e+02,2.0319538367e+08,1.2576949433e-07,4.9957943624e+07,5.0223972360e+09,-1.7773666905e+08,-2.0796298155e+08,5.0149411832e+09,2.5408573483e-01,1.8802386339e-01,-1.7089882509e-01,-4.2311443929e-04,1.9007717897e+08,2.5482443204e+08,1.5156633529e+08,1.9652685645e+08,1.4088805224e+02,1.3053934131e+02,1.1947581520e+02,1.1290485514e+01,3.1224128863e+00,4.0519031981e+01,3.5824807641e+02,3.2663036539e+00,2.4203409844e+06,1.5691377783e+00,1.1288860210e+06,-2.1409499836e+06,5.1456978037e+05,0.0000000000e+00
1.6201638543e+07,-3.5667359694e+07,2.3390751303e+08,8.4357332451e+06,-2.1595241280e+01,1.0190722249e+00,-7.2311586893e-01,2.1631362664e+01,2.3676158218e+08,-3.2654890257e+02,2.0319542089e+08,1.2576945977e-07,4.9957957352e+07,5.0223977095e+09,-1.7773885598e+08,-2.0796332860e+08,5.0149415655e+09,2.5408572497e-01,1.8802400666e-01,-1.7089865300e-01,-4.2303202610e-04,1.9007721481e+08,2.5482447672e+08,1.5156636506e+08,1.9652689298e+08,1.4089874769e+02,1.3055222665e+02,1.1949082924e+02,1.1288368904e+01,3.1224318391e+00,4.0519332945e+01,3.5824842831e+02,3.2662849243e+00,2.4203130846e+06,1.5691377402e+00,1.1288888550e+06,-2.1409169485e+06,5.1456987464e+05,0.0000000000e+00
1.6203731947e+07,-3.5712566479e+07,2.3390964124e+08,8.4342192770e+06,-2.1594496544e+01,1.0141804586e+00,-7.2330164780e-01,2.1630395472e+01,2.3677044521e+08,-3.2654884233e+02,2.0319545838e+08,1.2576942496e-07,4.9957971177e+07,5.0223981878e+09,-1.7774104932e+08,-2.0796367721e+08,5.0149419523e+09,2.5408571395e-01,1.8802414977e-01,-1.7089847937e-01,-4.2294936632e-04,1.9007725102e+08,2.5482452149e+08,1.5156639526e+08,1.9652692983e+08,1.4090944210e+02,1.3056511127e+02,1.1950584304e+02,1.1286251772e+01,3.1224508501e+00,4.0519634712e+01,3.5824878125e+02,3.2662662878e+00,2.4202853015e+06,1.5691377022e+00,1.1288916163e+06,-2.1408840836e+06,5.1456996957e+05,0.0000000000e+00
1.6205958871e+07,-3.5760654905e+07,2.3391189395e+08,8.4326083190e+06,-2.1593703383e+01,1.0089772396e+00,-7.2349924951e-01,2.1629366889e+01,2.3677987130e+08,-3.2654877778e+02,2.0319549854e+08,1.2576938767e-07,4.9957985990e+07,5.0223987019e+09,-1.7774338959e+08,-2.0796404977e+08,5.0149423688e+09,2.5408570096e-01,1.8802430185e-01,-1.7089829295e-01,-4.2286116346e-04,1.9007728993e+08,2.5482456922e+08,1.5156642786e+08,1.9652696937e+08,1.4092081747e+02,1.3057881689e+02,1.1952181419e+02,1.1283999033e+01,3.1224711376e+00,4.0519956611e+01,3.5824915785e+02,3.2662465608e+00,2.4202558719e+06,1.5691376620e+00,1.1288944790e+06,-2.1408493035e+06,5.1457007128e+05,0.0000000000e+00
1.6207728484e+07,-3.5798866831e+07,2.3391367579e+08,8.4313278668e+06,-2.1593072422e+01,1.0048429372e+00,-7.2365625317e-01,2.1628549751e+01,2.3678736005e+08,-3.2654872615e+02,2.0319553067e+08,1.2576935784e-07,4.9957997839e+07,5.0223991143e+09,-1.7774525444e+08,-2.0796434708e+08,5.0149427034e+09,2.5408568970e-01,1.8802442258e-01,-1.7089814356e-01,-4.2279087426e-04,1.9007732115e+08,2.5482460723e+08,1.5156645412e+08,1.9652700104e+08,1.4092985600e+02,1.3058970740e+02,1.1953450539e+02,1.1282208486e+01,3.1224873059e+00,4.0520213054e+01,3.5824945795e+02,3.2662309402e+00,2.4202325761e+06,1.5691376302e+00,1.1288965730e+06,-2.1408218632e+06,5.1457015265e+05,0.0000000000e+00
1.6209807629e+07,-3.5843761194e+07,2.3391575996e+08,8.4298230886e+06,-2.1592330328e+01,9.9998593863e-01,-7.2384069731e-01,2.1627589931e+01,2.3679615683e+08,-3.2654866509e+02,2.0319556867e+08,1.2576932257e-07,4.9958011850e+07,5.0223996034e+09,-1.7774745135e+08,-2.0796469784e+08,5.0149431008e+09,2.5408567538e-01,1.8802456427e-01,-1.7089796659e-01,-4.2270806467e-04,1.9007735817e+08,2.5482465196e+08,1.5156648537e+08,1.9652703855e+08,1.4094047456e+02,1.3060250216e+02,1.1954941626e+02,1.1280104267e+01,3.1225063556e+00,4.0520515088e+01,3.5824981150e+02,3.2662126743e+00,2.4202053118e+06,1.5691375929e+00,1.1288990723e+06,-2.1407897225e+06,5.1457024886e+05,0.0000000000e+00
1.6211482775e+07,-3.5879930998e+07,2.3391743180e+08,8.4286104253e+06,-2.1591731827e+01,9.9607306485e-01,-7.2398928486e-01,2.1626816810e+01,2.3680324285e+08,-3.2654861559e+02,2.0319559947e+08,1.2576929397e-07,4.9958023210e+07,5.0224000010e+09,-1.7774922598e+08,-2.0796498156e+08,5.0149434243e+09,2.5408566300e-01,1.8802467830e-01,-1.7089782287e-01,-4.2264116834e-04,1.9007738826e+08,2.5482468808e+08,1.5156651086e+08,1.9652706901e+08,1.4094902908e+02,1.3061281026e+02,1.1956142962e+02,1.1278408545e+01,3.1225217456e+00,4.0520759011e+01,3.5825009709e+02,3.2661979994e+00,2.4201834244e+06,1.5691375630e+00,1.1289008803e+06,-2.1407640249e+06,5.1457032686e+05,0.0000000000e+00
1.6213250270e+07,-3.5918093714e+07,2.3391918871e+08,8.4273306395e+06,-2.1591099747e+01,9.9194482726e-01,-7.2414604723e-01,2.1626001256e+01,2.3681071809e+08,-3.2654856306e+02,2.0319563215e+08,1.2576926362e-07,4.9958035264e+07,5.0224004239e+09,-1.7775110291e+08,-2.0796528202e+08,5.0149437688e+09,2.5408564910e-01,1.8802479851e-01,-1.7089767013e-01,-4.2257041224e-04,1.9007742027e+08,2.5482472624e+08,1.5156653806e+08,1.9652710136e+08,1.4095805446e+02,1.3062368612e+02,1.1957410511e+02,1.1276618976e+01,3.1225380245e+00,4.0521016939e+01,3.5825039916e+02,3.2661825862e+00,2.4201604116e+06,1.5691375316e+00,1.1289028620e+06,-2.1407369633e+06,5.1457040963e+05,0.0000000000e+00
1.6214829772e+07,-3.5952196447e+07,2.3392075257e+08,8.4261867389e+06,-2.1590534388e+01,9.8825597706e-01,-7.2428612171e-01,2.1625272610e+01,2.3681739703e+08,-3.2654851586e+02,2.0319566152e+08,1.2576923635e-07,4.9958046096e+07,5.0224008048e+09,-1.7775278408e+08,-2.0796555148e+08,5.0149440795e+09,2.5408563595e-01,1.8802490583e-01,-1.7089753267e-01,-4.2250703246e-04,1.9007744910e+08,2.5482476040e+08,1.5156656264e+08,1.9652713047e+08,1.4096611927e+02,1.3063340478e+02,1.1958543228e+02,1.1275019434e+01,3.1225526072e+00,4.0521247918e+01,3.5825066973e+02,3.2661688742e+00,2.4201399195e+06,1.5691375036e+00,1.1289046921e+06,-2.1407128313e+06,5.1457048401e+05,0.0000000000e+00
1.6217931904e+07,-3.6019171418e+07,2.3392380704e+08,8.4239394808e+06,-2.1589422635e+01,9.8101192735e-01,-7.2456118754e-01,2.1623842004e+01,2.3683051105e+08,-3.2654842244e+02,2.0319571966e+08,1.2576918238e-07,4.9958067535e+07,5.0224015612e+09,-1.7775609653e+08,-2.0796608332e+08,5.0149446976e+09,2.5408560812e-01,1.8802511631e-01,-1.7089726003e-01,-4.2238214424e-04,1.9007750635e+08,2.5482482765e+08,1.5156661166e+08,1.9652718818e+08,1.4098195677e+02,1.3065249097e+02,1.1960767837e+02,1.1271877074e+01,3.1225813444e+00,4.0521702893e+01,3.5825120287e+02,3.2661420658e+00,2.4200998566e+06,1.5691374489e+00,1.1289079534e+06,-2.1406658190e+06,5.1457063123e+05,0.0000000000e+00
1.6220240377e+07,-3.6069009074e+07,2.3392606545e+08,8.4222666143e+06,-2.1588594117e+01,9.7562193138e-01,-7.2476584566e-01,2.1622777797e+01,2.3684026704e+08,-3.2654835229e+02,2.0319576330e+08,1.2576914186e-07,4.9958083632e+07,5.0224021312e+09,-1.7775857067e+08,-2.0796648135e+08,5.0149451643e+09,2.5408558567e-01,1.8802527267e-01,-1.7089705485e-01,-4.2228885435e-04,1.9007754950e+08,2.5482487783e+08,1.5156664878e+08,1.9652723159e+08,1.4099374087e+02,1.3066669305e+02,1.1962423263e+02,1.1269537920e+01,3.1226028127e+00,4.0522042610e+01,3.5825160110e+02,3.2661222279e+00,2.4200702036e+06,1.5691374084e+00,1.1289101085e+06,-2.1406311587e+06,5.1457074176e+05,0.0000000000e+00
1.6222548851e+07,-3.6118844816e+07,2.3392831143e+08,8.4205932752e+06,-2.1587764579e+01,9.7023254496e-01,-7.2497047474e-01,2.1621713921e+01,2.3685002054e+08,-3.2654828161e+02,2.0319580729e+08,1.2576910102e-07,4.9958099852e+07,5.0224027074e+09,-1.7776105264e+08,-2.0796688131e+08,5.0149456368e+09,2.5408556172e-01,1.8802542881e-01,-1.7089684768e-01,-4.2219526263e-04,1.9007759312e+08,2.5482492812e+08,1.5156668645e+08,1.9652727541e+08,1.4100552369e+02,1.3068089425e+02,1.1964078660e+02,1.1267198129e+01,3.1226243521e+00,4.0522383304e+01,3.5825200060e+02,3.2661025187e+00,2.4200406937e+06,1.5691373682e+00,1.1289123057e+06,-2.1405966376e+06,5.1457085314e+05,0.0000000000e+00
1.6224857325e+07,-3.6168678642e+07,2.3393054497e+08,8.4189194639e+06,-2.1586934019e+01,9.6484376795e-01,-7.2517507481e-01,2.1620650377e+01,2.3685977157e+08,-3.2654821040e+02,2.0319585160e+08,1.2576905988e-07,4.9958116195e+07,5.0224032899e+09,-1.7776354243e+08,-2.0796728322e+08,5.0149461152e+09,2.5408553625e-01,1.8802558471e-01,-1.7089663852e-01,-4.2210136889e-04,1.9007763720e+08,2.5482497852e+08,1.5156672468e+08,1.9652731963e+08,1.4101730524e+02,1.3069509457e+02,1.1965734029e+02,1.1264857702e+01,3.1226459627e+00,4.0522724975e+01,3.5825240137e+02,3.2660829399e+00,2.4200113287e+06,1.5691373282e+00,1.1289145484e+06,-2.1405622564e+06,5.1457096536e+05,0.0000000000e+00
1.6227328075e+07,-3.6222013463e+07,2.3393292173e+08,8.4171274670e+06,-2.1586043944e+01,9.5907685617e-01,-7.2539402535e-01,2.1619512438e+01,2.3687020531e+08,-3.2654813357e+02,2.0319589940e+08,1.2576901550e-07,4.9958133824e+07,5.0224039201e+09,-1.7776621590e+08,-2.0796771554e+08,5.0149466337e+09,2.5408550730e-01,1.8802575130e-01,-1.7089641244e-01,-4.2200054000e-04,1.9007768491e+08,2.5482503259e+08,1.5156676622e+08,1.9652736741e+08,1.4102991358e+02,1.3071029214e+02,1.1967505732e+02,1.1262352047e+01,3.1226691713e+00,4.0523091745e+01,3.5825283174e+02,3.2660620804e+00,2.4199800442e+06,1.5691372855e+00,1.1289165511e+06,-2.1405258314e+06,5.1457108642e+05,0.0000000000e+00
1.6228748942e+07,-3.6252684007e+07,2.3393428210e+08,8.4160966887e+06,-2.1585531555e+01,9.5576076350e-01,-7.2551992337e-01,2.1618858210e+01,2.3687620421e+08,-3.2654808911e+02,2.0319592707e+08,1.2576898981e-07,4.9958144027e+07,5.0224042858e+09,-1.7776775742e+08,-2.0796796516e+08,5.0149469349e+09,2.5408548985e-01,1.8802584697e-01,-1.7089628138e-01,-4.2194239895e-04,1.9007771259e+08,2.5482506374e+08,1.5156679040e+08,1.9652739510e+08,1.4103716366e+02,1.3071903142e+02,1.1968524579e+02,1.1260910776e+01,3.1226825550e+00,4.0523303172e+01,3.5825307989e+02,3.2660501613e+00,2.4199621318e+06,1.5691372611e+00,1.1289178236e+06,-2.1405049093e+06,5.1457115648e+05,0.0000000000e+00
1.6230413174e+07,-3.6288606836e+07,2.3393586947e+08,8.4148891327e+06,-2.1584930912e+01,9.5187698816e-01,-7.2566737109e-01,2.1618092086e+01,2.3688322940e+08,-3.2654803677e+02,2.0319595964e+08,1.2576895957e-07,4.9958156038e+07,5.0224047172e+09,-1.7776956673e+08,-2.0796825849e+08,5.0149472907e+09,2.5408546867e-01,1.8802595891e-01,-1.7089612690e-01,-4.2187415388e-04,1.9007774524e+08,2.5482510027e+08,1.5156681900e+08,1.9652742773e+08,1.4104565491e+02,1.3072926714e+02,1.1969717920e+02,1.1259222339e+01,3.1226982653e+00,4.0523551281e+01,3.5825337116e+02,3.2660362331e+00,2.4199412114e+06,1.5691372327e+00,1.1289190821e+06,-2.1404805939e+06,5.1457123895e+05,0.0000000000e+00
1.6231712229e+07,-3.6316646546e+07,2.3393710404e+08,8.4139463760e+06,-2.1584461699e+01,9.4884563625e-01,-7.2578245441e-01,2.1617494189e+01,2.3688871218e+08,-3.2654799572e+02,2.0319598518e+08,1.2576893586e-07,4.9958165459e+07,5.0224050563e+09,-1.7777098185e+08,-2.0796848815e+08,5.0149475705e+09,2.5408545158e-01,1.8802604619e-01,-1.7089600558e-01,-4.2182077433e-04,1.9007777090e+08,2.5482512884e+08,1.5156684153e+08,1.9652745335e+08,1.4105228249e+02,1.3073725655e+02,1.1970649400e+02,1.1257904159e+01,3.1227105541e+00,4.0523745301e+01,3.5825359898e+02,3.2660254144e+00,2.4199249349e+06,1.5691372105e+00,1.1289201675e+06,-2.1404616198e+06,5.1457130364e+05,0.0000000000e+00
1.6233758760e+07,-3.6360819058e+07,2.3393904100e+08,8.4124608543e+06,-2.1583721845e+01,9.4407043672e-01,-7.2596373803e-01,2.1616552478e+01,2.3689734816e+08,-3.2654793069e+02,2.0319602565e+08,1.2576889829e-07,4.9958180382e+07,5.0224055944e+09,-1.7777321627e+08,-2.0796885123e+08,5.0149480152e+09,2.5408542363e-01,1.8802618352e-01,-1.7089581315e-01,-4.2173648582e-04,1.9007781164e+08,2.5482517390e+08,1.5156687739e+08,1.9652749398e+08,1.4106272277e+02,1.3074984249e+02,1.1972116834e+02,1.1255827091e+01,3.1227299596e+00,4.0524051585e+01,3.5825395871e+02,3.2660084273e+00,2.4198993812e+06,1.5691371757e+00,1.1289217340e+06,-2.1404319035e+06,5.1457140611e+05,0.0000000000e+00
1.6235972217e+07,-3.6408592813e+07,2.3394112494e+08,8.4108537478e+06,-2.1582920743e+01,9.3890628473e-01,-7.2615978254e-01,2.1615534248e+01,2.3690668634e+08,-3.2654785987e+02,2.0319606971e+08,1.2576885738e-07,4.9958196634e+07,5.0224061822e+09,-1.7777563986e+08,-2.0796924566e+08,5.0149485016e+09,2.5408539202e-01,1.8802633182e-01,-1.7089560320e-01,-4.2164505447e-04,1.9007785613e+08,2.5482522274e+08,1.5156691669e+08,1.9652753829e+08,1.4107401348e+02,1.3076345422e+02,1.1973703935e+02,1.1253580041e+01,3.1227510111e+00,4.0524383712e+01,3.5825434890e+02,3.2659901438e+00,2.4198718648e+06,1.5691371383e+00,1.1289233652e+06,-2.1403999341e+06,5.1457151771e+05,0.0000000000e+00
1.6238351728e+07,-3.6459948576e+07,2.3394335248e+08,8.4091255921e+06,-2.1582058498e+01,9.3335534204e-01,-7.2637050466e-01,2.1614439973e+01,2.3691672252e+08,-3.2654778317e+02,2.0319611744e+08,1.2576881306e-07,4.9958214236e+07,5.0224068206e+09,-1.7777825329e+08,-2.0796967170e+08,5.0149490307e+09,2.5408535640e-01,1.8802649096e-01,-1.7089537539e-01,-4.2154645348e-04,1.9007790445e+08,2.5482527536e+08,1.5156695952e+08,1.9652758635e+08,1.4108614991e+02,1.3077808620e+02,1.1975410070e+02,1.1251163764e+01,3.1227737149e+00,4.0524741753e+01,3.5825476968e+02,3.2659705671e+00,2.4198424188e+06,1.5691370982e+00,1.1289248466e+06,-2.1403658619e+06,5.1457163858e+05,0.0000000000e+00
1.6240731238e+07,-3.6511302286e+07,2.3394556680e+08,8.4073969352e+06,-2.1581195172e+01,9.2780504576e-01,-7.2658119608e-01,2.1613346050e+01,2.3692675607e+08,-3.2654770587e+02,2.0319616554e+08,1.2576876841e-07,4.9958231974e+07,5.0224074660e+09,-1.7778087504e+08,-2.0797009983e+08,5.0149495663e+09,2.5408531907e-01,1.8802664980e-01,-1.7089514538e-01,-4.2144753068e-04,1.9007795330e+08,2.5482532810e+08,1.5156700299e+08,1.9652763486e+08,1.4109828498e+02,1.3079271723e+02,1.1977116175e+02,1.1248746808e+01,3.1227964944e+00,4.0525100828e+01,3.5825519182e+02,3.2659511155e+00,2.4198131257e+06,1.5691370583e+00,1.1289264455e+06,-2.1403319004e+06,5.1457176038e+05,0.0000000000e+00
1.6242433553e+07,-3.6548039752e+07,2.3394714284e+08,8.4061599368e+06,-2.1580576880e+01,9.2383472969e-01,-7.2673190705e-01,2.1612563669e+01,2.3693393251e+08,-3.2654765021e+02,2.0319620018e+08,1.2576873625e-07,4.9958244748e+07,5.0224079319e+09,-1.7778275576e+08,-2.0797040741e+08,5.0149499535e+09,2.5408529131e-01,1.8802676325e-01,-1.7089497946e-01,-4.2137656328e-04,1.9007798857e+08,2.5482536590e+08,1.5156703446e+08,1.9652766984e+08,1.4110696564e+02,1.3080318378e+02,1.1978336713e+02,1.1247017289e+01,3.1228128376e+00,4.0525358345e+01,3.5825549465e+02,3.2659372492e+00,2.4197922541e+06,1.5691370299e+00,1.1289274000e+06,-2.1403077999e+06,5.1457184810e+05,0.0000000000e+00
1.6243956642e+07,-3.6580908461e+07,2.3394854722e+08,8.4050529570e+06,-2.1580023215e+01,9.2028270449e-01,-7.2686673726e-01,2.1611863813e+01,2.3694035225e+08,-3.2654760015e+02,2.0319623133e+08,1.2576870733e-07,4.9958256237e+07,5.0224083518e+09,-1.7778444207e+08,-2.0797068352e+08,5.0149503028e+09,2.5408526573e-01,1.8802686462e-01,-1.7089483005e-01,-4.2131292795e-04,1.9007802035e+08,2.5482539976e+08,1.5156706290e+08,1.9652770134e+08,1.4111473178e+02,1.3081254795e+02,1.1979428735e+02,1.1245469566e+01,3.1228274929e+00,4.0525589197e+01,3.5825576619e+02,3.2659249132e+00,2.4197736503e+06,1.5691370047e+00,1.1289284294e+06,-2.1402862238e+06,5.1457192699e+05,0.0000000000e+00
1.6245479731e+07,-3.6613776325e+07,2.3394994618e+08,8.4039457720e+06,-2.1579469108e+01,9.1673094397e-01,-7.2700155490e-01,2.1611164103e+01,2.3694677090e+08,-3.2654754984e+02,2.0319626264e+08,1.2576867826e-07,4.9958267782e+07,5.0224087746e+09,-1.7778613178e+08,-2.0797096049e+08,5.0149506548e+09,2.5408523944e-01,1.8802696586e-01,-1.7089467972e-01,-4.2124916073e-04,1.9007805235e+08,2.5482543368e+08,1.5156709159e+08,1.9652773302e+08,1.4112249736e+02,1.3082191175e+02,1.1980520744e+02,1.1243921565e+01,3.1228421792e+00,4.0525820471e+01,3.5825603828e+02,3.2659125921e+00,2.4197550988e+06,1.5691369794e+00,1.1289291381e+06,-2.1402648760e+06,5.1457200626e+05,0.0000000000e+00
