time,ICRF_X,ICRF_Y,ICRF_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,V_infinity,b_impact_parameter,beta,b_impact_parameter_x,b_impact_parameter_y,r_soi,within_target_soi
1.1610646372e+07,6.3546981179e+07,2.0281186207e+08,1.0650571571e+07,-2.0690867737e+01,1.2883044437e+01,-1.9602348041e-01,2.4374643934e+01,2.1280109231e+08,-3.2655585816e+02,2.0319109286e+08,1.2577347818e-07,4.9956361215e+07,5.0224586847e+09,-1.7696767390e+08,-2.0791286727e+08,5.0150319961e+09,2.5400180337e-01,1.8792687904e-01,-1.7088065757e-01,-4.5289936996e-04,1.9008183017e+08,2.5480199687e+08,1.5158018884e+08,1.9652718592e+08,1.1485500684e+02,1.0073115856e+02,8.6432438773e+01,1.4468004321e+01,3.1162377363e+00,4.0403188886e+01,3.5812037316e+02,3.8684036746e+00,3.7704453152e+06,1.5700372916e+00,3.3371681626e+05,-3.7556478751e+06,5.1455891438e+05,0.0000000000e+00
1.1659728492e+07,6.2530382563e+07,2.0344082639e+08,1.0640773880e+07,-2.0733385234e+01,1.2746041703e+01,-2.0320705296e-01,2.4338778430e+01,2.1309961205e+08,-3.2655583181e+02,2.0319110926e+08,1.2577346295e-07,4.9956367263e+07,5.0224585937e+09,-1.7696835841e+08,-2.0791264928e+08,5.0150318898e+09,2.5400201871e-01,1.8792708071e-01,-1.7088075596e-01,-4.5286326336e-04,1.9008182328e+08,2.5480206119e+08,1.5158015732e+08,1.9652719029e+08,1.1516645457e+02,1.0106862004e+02,8.6786096435e+01,1.4452303899e+01,3.1162409652e+00,4.0403327924e+01,3.5812052660e+02,3.8520030520e+00,3.7278919597e+06,1.5700220761e+00,3.4443318915e+05,-3.7119461528e+06,5.1455895590e+05,0.0000000000e+00
1.1708810612e+07,6.1511718269e+07,2.0406307009e+08,1.0630624505e+07,-2.0775041077e+01,1.2609192731e+01,-2.1035393227e-01,2.4303051699e+01,2.1339737167e+08,-3.2655580576e+02,2.0319112547e+08,1.2577344790e-07,4.9956373241e+07,5.0224584941e+09,-1.7696906246e+08,-2.0791242895e+08,5.0150317743e+09,2.5400223869e-01,1.8792728592e-01,-1.7088085736e-01,-4.5282634610e-04,1.9008181574e+08,2.5480212622e+08,1.5158012472e+08,1.9652719423e+08,1.1547703196e+02,1.0140560934e+02,8.7139753416e+01,1.4436144078e+01,3.1162443238e+00,4.0403470401e+01,3.5812068353e+02,3.8359022719e+00,3.6860848055e+06,1.5700067075e+00,3.5555741977e+05,-3.6688963074e+06,5.1455899696e+05,0.0000000000e+00
1.1757892733e+07,6.0491030444e+07,2.0467860079e+08,1.0620125245e+07,-2.0815841047e+01,1.2472500866e+01,-2.1746418624e-01,2.4267463959e+01,2.1369436456e+08,-3.2655578001e+02,2.0319114149e+08,1.2577343303e-07,4.9956379148e+07,5.0224583855e+09,-1.7696978668e+08,-2.0791220629e+08,5.0150316493e+09,2.5400246344e-01,1.8792749477e-01,-1.7088096186e-01,-4.5278859480e-04,1.9008180752e+08,2.5480219197e+08,1.5158009100e+08,1.9652719773e+08,1.1578674486e+02,1.0174212896e+02,8.7493409700e+01,1.4419527114e+01,3.1162478170e+00,4.0403616416e+01,3.5812084403e+02,3.8200990572e+00,3.6450317652e+06,1.5699911939e+00,3.6706423210e+05,-3.6265025050e+06,5.1455903752e+05,0.0000000000e+00
1.1806974853e+07,5.9468360957e+07,2.0528742628e+08,1.0609277897e+07,-2.0855790888e+01,1.2335969381e+01,-2.2453788456e-01,2.4232015422e+01,2.1399058419e+08,-3.2655575460e+02,2.0319115730e+08,1.2577341835e-07,4.9956384980e+07,5.0224582678e+09,-1.7697053171e+08,-2.0791198131e+08,5.0150315144e+09,2.5400269312e-01,1.8792770737e-01,-1.7088106956e-01,-4.5274998512e-04,1.9008179861e+08,2.5480225847e+08,1.5158005613e+08,1.9652720076e+08,1.1609559909e+02,1.0207818141e+02,8.7847065269e+01,1.4402455255e+01,3.1162514500e+00,4.0403766075e+01,3.5812100821e+02,3.8045910207e+00,3.6047402707e+06,1.5699755441e+00,3.7892877757e+05,-3.5847685282e+06,5.1455907756e+05,0.0000000000e+00
1.1856056973e+07,5.8443751394e+07,2.0588955452e+08,1.0598084251e+07,-2.0894896309e+01,1.2199601485e+01,-2.3157509860e-01,2.4196706288e+01,2.1428602411e+08,-3.2655572953e+02,2.0319117290e+08,1.2577340386e-07,4.9956390733e+07,5.0224581404e+09,-1.7697129826e+08,-2.0791175402e+08,5.0150313692e+09,2.5400292787e-01,1.8792792383e-01,-1.7088118055e-01,-4.5271049174e-04,1.9008178897e+08,2.5480232573e+08,1.5158002006e+08,1.9652720333e+08,1.1640360046e+02,1.0241376920e+02,8.8200720107e+01,1.4384930737e+01,3.1162552280e+00,4.0403919486e+01,3.5812117619e+02,3.7893756743e+00,3.5652172522e+06,1.5699597673e+00,3.9112657462e+05,-3.5436977944e+06,5.1455911707e+05,0.0000000000e+00
1.1905139093e+07,5.7417243060e+07,2.0648499362e+08,1.0586546099e+07,-2.0933162985e+01,1.2063400315e+01,-2.3857590142e-01,2.4161536751e+01,2.1458067795e+08,-3.2655570482e+02,2.0319118827e+08,1.2577338959e-07,4.9956396403e+07,5.0224580032e+09,-1.7697208702e+08,-2.0791152441e+08,5.0150312135e+09,2.5400316784e-01,1.8792814427e-01,-1.7088129493e-01,-4.5267008829e-04,1.9008177858e+08,2.5480239377e+08,1.5157998277e+08,1.9652720539e+08,1.1671075472e+02,1.0274889481e+02,8.8554374196e+01,1.4366955790e+01,3.1162591567e+00,4.0404076760e+01,3.5812134807e+02,3.7744505261e+00,3.5264693531e+06,1.5699438736e+00,4.0363303641e+05,-3.5032936603e+06,5.1455915600e+05,0.0000000000e+00
1.1954221213e+07,5.6388876985e+07,2.0707375183e+08,1.0574665224e+07,-2.0970596555e+01,1.1927368944e+01,-2.4554036770e-01,2.4126506997e+01,2.1487453941e+08,-3.2655568049e+02,2.0319120342e+08,1.2577337553e-07,4.9956401987e+07,5.0224578557e+09,-1.7697289875e+08,-2.0791129252e+08,5.0150310468e+09,2.5400341320e-01,1.8792836880e-01,-1.7088141281e-01,-4.5262874729e-04,1.9008176742e+08,2.5480246262e+08,1.5157994422e+08,1.9652720694e+08,1.1701706763e+02,1.0308356073e+02,8.8908027516e+01,1.4348532636e+01,3.1162632419e+00,4.0404238016e+01,3.5812152398e+02,3.7598131277e+00,3.4885026524e+06,1.5699278733e+00,4.1642414287e+05,-3.4635591072e+06,5.1455919435e+05,0.0000000000e+00
1.2003303333e+07,5.5358693922e+07,2.0765583756e+08,1.0562443408e+07,-2.1007202620e+01,1.1791510381e+01,-2.5246857367e-01,2.4091617201e+01,2.1516760229e+08,-3.2655565654e+02,2.0319121831e+08,1.2577336170e-07,4.9956407481e+07,5.0224576977e+09,-1.7697373422e+08,-2.0791105834e+08,5.0150308687e+09,2.5400366411e-01,1.8792859757e-01,-1.7088153429e-01,-4.5258644011e-04,1.9008175546e+08,2.5480253228e+08,1.5157990435e+08,1.9652720796e+08,1.1732254489e+02,1.0341776946e+02,8.9261680049e+01,1.4329663488e+01,3.1162674896e+00,4.0404403376e+01,3.5812170404e+02,3.7454610420e+00,3.4513225908e+06,1.5699117776e+00,4.2947650780e+05,-3.4244966863e+06,5.1455923207e+05,0.0000000000e+00
1.2052385453e+07,5.4326734349e+07,2.0823125936e+08,1.0549882430e+07,-2.1042986747e+01,1.1655827568e+01,-2.5936059711e-01,2.4056867532e+01,2.1545986044e+08,-3.2655563301e+02,2.0319123296e+08,1.2577334810e-07,4.9956412881e+07,5.0224575287e+09,-1.7697459423e+08,-2.0791082190e+08,5.0150306789e+09,2.5400392074e-01,1.8792883069e-01,-1.7088165949e-01,-4.5254313687e-04,1.9008174266e+08,2.5480260279e+08,1.5157986313e+08,1.9652720843e+08,1.1762719218e+02,1.0375152347e+02,8.9615331773e+01,1.4310350550e+01,3.1162719063e+00,4.0404572965e+01,3.5812188838e+02,3.7313916787e+00,3.4149338928e+06,1.5698955978e+00,4.4276726131e+05,-3.3861084809e+06,5.1455926916e+05,0.0000000000e+00
1.2101467573e+07,5.3293038474e+07,2.0880002594e+08,1.0536984063e+07,-2.1077954467e+01,1.1520323387e+01,-2.6621651728e-01,2.4022258152e+01,2.1575130779e+08,-3.2655560990e+02,2.0319124733e+08,1.2577333475e-07,4.9956418183e+07,5.0224573484e+09,-1.7697547964e+08,-2.0791058321e+08,5.0150304770e+09,2.5400418327e-01,1.8792906832e-01,-1.7088178851e-01,-4.5249880643e-04,1.9008172901e+08,2.5480267416e+08,1.5157982051e+08,1.9652720833e+08,1.1793101516e+02,1.0408482522e+02,8.9968982667e+01,1.4290596018e+01,3.1162764985e+00,4.0404746918e+01,3.5812207713e+02,3.7176024194e+00,3.3793407481e+06,1.5698793460e+00,4.5627367645e+05,-3.3483963660e+06,5.1455930556e+05,0.0000000000e+00
1.2150549693e+07,5.2257646231e+07,2.0936214612e+08,1.0523750077e+07,-2.1112111276e+01,1.1385000656e+01,-2.7303641490e-01,2.3987789213e+01,2.1604193837e+08,-3.2655558724e+02,2.0319126143e+08,1.2577332166e-07,4.9956423383e+07,5.0224571563e+09,-1.7697639132e+08,-2.0791034229e+08,5.0150302625e+09,2.5400445189e-01,1.8792931058e-01,-1.7088192148e-01,-4.5245341627e-04,1.9008171448e+08,2.5480274642e+08,1.5157977644e+08,1.9652720763e+08,1.1823401943e+02,1.0441767718e+02,9.0322632709e+01,1.4270402080e+01,3.1162812732e+00,4.0404925371e+01,3.5812227043e+02,3.7040906374e+00,3.3445467888e+06,1.5698630346e+00,4.6997318663e+05,-3.3113620198e+06,5.1455934127e+05,0.0000000000e+00
1.2199631813e+07,5.1220597289e+07,2.0991762889e+08,1.0510182239e+07,-2.1145462630e+01,1.1249862133e+01,-2.7982037208e-01,2.3953460862e+01,2.1633174625e+08,-3.2655556505e+02,2.0319127524e+08,1.2577330884e-07,4.9956428476e+07,5.0224569521e+09,-1.7697733020e+08,-2.0791009917e+08,5.0150300349e+09,2.5400472678e-01,1.8792955765e-01,-1.7088205851e-01,-4.5240693241e-04,1.9008169902e+08,2.5480281960e+08,1.5157973089e+08,1.9652720632e+08,1.1853621060e+02,1.0475008181e+02,9.0676281874e+01,1.4249770915e+01,3.1162862377e+00,4.0405108469e+01,3.5812246843e+02,3.6908537965e+00,3.3105548987e+06,1.5698466767e+00,4.8384398218e+05,-3.2750066776e+06,5.1455937624e+05,0.0000000000e+00
1.2248713933e+07,5.0181931048e+07,2.1046648335e+08,1.0496282310e+07,-2.1178013952e+01,1.1114910516e+01,-2.8656847233e-01,2.3919273238e+01,2.1662072560e+08,-3.2655554334e+02,2.0319128875e+08,1.2577329629e-07,4.9956433458e+07,5.0224567353e+09,-1.7697829723e+08,-2.0790985388e+08,5.0150297939e+09,2.5400500816e-01,1.8792980966e-01,-1.7088219973e-01,-4.5235931939e-04,1.9008168261e+08,2.5480289371e+08,1.5157968379e+08,1.9652720437e+08,1.1883759423e+02,1.0508204156e+02,9.1029930138e+01,1.4228704696e+01,3.1162913996e+00,4.0405296361e+01,3.5812267129e+02,3.6778892528e+00,3.2773671607e+06,1.5698302855e+00,4.9786477312e+05,-3.2393311306e+06,5.1455941045e+05,0.0000000000e+00
1.2297796054e+07,4.9141686642e+07,2.1100871874e+08,1.0482052048e+07,-2.1209770627e+01,1.0980148445e+01,-2.9328080047e-01,2.3885226471e+01,2.1690887064e+08,-3.2655552213e+02,2.0319130195e+08,1.2577328404e-07,4.9956438325e+07,5.0224565056e+09,-1.7697929343e+08,-2.0790960644e+08,5.0150295389e+09,2.5400529622e-01,1.8793006678e-01,-1.7088234527e-01,-4.5231054012e-04,1.9008166522e+08,2.5480296879e+08,1.5157963511e+08,1.9652720176e+08,1.1913817585e+02,1.0541355887e+02,9.1383577474e+01,1.4207205586e+01,3.1162967670e+00,4.0405489205e+01,3.5812287916e+02,3.6651942787e+00,3.2449848535e+06,1.5698138746e+00,5.1201480754e+05,-3.2043357402e+06,5.1455944387e+05,0.0000000000e+00
1.2346878174e+07,4.8099902944e+07,2.1154434442e+08,1.0467493207e+07,-2.1240738005e+01,1.0845578501e+01,-2.9995744264e-01,2.3851320686e+01,2.1719617569e+08,-3.2655550145e+02,2.0319131482e+08,1.2577327209e-07,4.9956443071e+07,5.0224562624e+09,-1.7698031984e+08,-2.0790935689e+08,5.0150292695e+09,2.5400559119e-01,1.8793032919e-01,-1.7088249526e-01,-4.5226055580e-04,1.9008164682e+08,2.5480304486e+08,1.5157958477e+08,1.9652719847e+08,1.1943796096e+02,1.0574463619e+02,9.1737223855e+01,1.4185275740e+01,3.1163023481e+00,4.0405687164e+01,3.5812309221e+02,3.6527661191e+00,3.2134086193e+06,1.5697974581e+00,5.2627340613e+05,-3.1700207029e+06,5.1455947646e+05,0.0000000000e+00
1.2395960294e+07,4.7056618562e+07,2.1207336989e+08,1.0452607536e+07,-2.1270921397e+01,1.0711203210e+01,-3.0659848625e-01,2.3817556002e+01,2.1748263511e+08,-3.2655548131e+02,2.0319132735e+08,1.2577326046e-07,4.9956447692e+07,5.0224560053e+09,-1.7698137757e+08,-2.0790910526e+08,5.0150289851e+09,2.5400589328e-01,1.8793059706e-01,-1.7088264983e-01,-4.5220932585e-04,1.9008162735e+08,2.5480312196e+08,1.5157953274e+08,1.9652719447e+08,1.1973695504e+02,1.0607527593e+02,9.2090869253e+01,1.4162917307e+01,3.1163081517e+00,4.0405890408e+01,3.5812331062e+02,3.6406020757e+00,3.1826383426e+06,1.5697810502e+00,5.4062041079e+05,-3.1363858804e+06,5.1455950819e+05,0.0000000000e+00
1.2445042414e+07,4.6011871847e+07,2.1259580477e+08,1.0437396780e+07,-2.1300326079e+01,1.0577025040e+01,-3.1320401995e-01,2.3783932528e+01,2.1776824334e+08,-3.2655546174e+02,2.0319133953e+08,1.2577324915e-07,4.9956452183e+07,5.0224557338e+09,-1.7698246777e+08,-2.0790885160e+08,5.0150286852e+09,2.5400620273e-01,1.8793087058e-01,-1.7088280914e-01,-4.5215680779e-04,1.9008160680e+08,2.5480320011e+08,1.5157947895e+08,1.9652718974e+08,1.2003516354e+02,1.0640548052e+02,9.2444513637e+01,1.4140132425e+01,3.1163141872e+00,4.0406099117e+01,3.5812353457e+02,3.6286994762e+00,3.1526730753e+06,1.5697646655e+00,5.5503633133e+05,-3.1034307130e+06,5.1455953903e+05,0.0000000000e+00
1.2488524224e+07,4.5085140627e+07,2.1305313171e+08,1.0423651421e+07,-2.1325729372e+01,1.0458323317e+01,-3.1902626555e-01,2.3754263567e+01,2.1802054799e+08,-3.2655544489e+02,2.0319135001e+08,1.2577323942e-07,4.9956456049e+07,5.0224554808e+09,-1.7698346167e+08,-2.0790862522e+08,5.0150284062e+09,2.5400648322e-01,1.8793111777e-01,-1.7088295434e-01,-4.5210917032e-04,1.9008158766e+08,2.5480327024e+08,1.5157942977e+08,1.9652718491e+08,1.2029869431e+02,1.0669764694e+02,9.2757806037e+01,1.4119592792e+01,3.1163197353e+00,4.0406288728e+01,3.5812373775e+02,3.6183711413e+00,3.1267977873e+06,1.5697501814e+00,5.6785004319e+05,-3.0748025515e+06,5.1455956558e+05,0.0000000000e+00
1.2534028232e+07,4.4114141804e+07,2.1352620424e+08,1.0408996379e+07,-2.1351667989e+01,1.0334270641e+01,-3.2508958618e-01,2.3723333637e+01,2.1828386246e+08,-3.2655542777e+02,2.0319136066e+08,1.2577322953e-07,4.9956459977e+07,5.0224552032e+09,-1.7698453106e+08,-2.0790838668e+08,5.0150281003e+09,2.5400678332e-01,1.8793138152e-01,-1.7088311051e-01,-4.5205816228e-04,1.9008156664e+08,2.5480334458e+08,1.5157937674e+08,1.9652717919e+08,1.2057382945e+02,1.0700303921e+02,9.3085667748e+01,1.4097742933e+01,3.1163257520e+00,4.0406492053e+01,3.5812395535e+02,3.6077775780e+00,3.1003921815e+06,1.5697350665e+00,5.8128734149e+05,-3.0454124033e+06,5.1455959255e+05,0.0000000000e+00
1.2579532241e+07,4.3141977628e+07,2.1399363585e+08,1.0394066122e+07,-2.1376949881e+01,1.0210393116e+01,-3.3112260541e-01,2.3692525319e+01,2.1854643220e+08,-3.2655541120e+02,2.0319137097e+08,1.2577321996e-07,4.9956463780e+07,5.0224549119e+09,-1.7698563142e+08,-2.0790814651e+08,5.0150277797e+09,2.5400709037e-01,1.8793165062e-01,-1.7088327111e-01,-4.5200593474e-04,1.9008154460e+08,2.5480341990e+08,1.5157932204e+08,1.9652717278e+08,1.2084830241e+02,1.0730806330e+02,9.3413528507e+01,1.4075531674e+01,3.1163319924e+00,4.0406700547e+01,3.5812417819e+02,3.5974020123e+00,3.0746724101e+06,1.5697200071e+00,5.9473883207e+05,-3.0166034129e+06,5.1455961866e+05,0.0000000000e+00
1.2625036249e+07,4.2168677887e+07,2.1445543455e+08,1.0378862026e+07,-2.1401579142e+01,1.0086692546e+01,-3.3712539740e-01,2.3661838683e+01,2.1880825300e+08,-3.2655539519e+02,2.0319138093e+08,1.2577321070e-07,4.9956467454e+07,5.0224546066e+09,-1.7698676383e+08,-2.0790790477e+08,5.0150274440e+09,2.5400740456e-01,1.8793192523e-01,-1.7088343627e-01,-4.5195244724e-04,1.9008152148e+08,2.5480349624e+08,1.5157926563e+08,1.9652716565e+08,1.2112211742e+02,1.0761272109e+02,9.3741388285e+01,1.4052960696e+01,3.1163384653e+00,4.0406914378e+01,3.5812440646e+02,3.5872420919e+00,3.0496350597e+06,1.5697050151e+00,6.0819078530e+05,-2.9883737996e+06,5.1455964389e+05,0.0000000000e+00
1.2670540258e+07,4.1194272189e+07,2.1491160844e+08,1.0363385465e+07,-2.1425559839e+01,9.9631707017e+00,-3.4309803718e-01,2.3631273794e+01,2.1906932068e+08,-3.2655537976e+02,2.0319139054e+08,1.2577320179e-07,4.9956470995e+07,5.0224542867e+09,-1.7698792946e+08,-2.0790766149e+08,5.0150270926e+09,2.5400772613e-01,1.8793220555e-01,-1.7088360612e-01,-4.5189765749e-04,1.9008149727e+08,2.5480357361e+08,1.5157920746e+08,1.9652715778e+08,1.2139527872e+02,1.0791701451e+02,9.4069247052e+01,1.4030031676e+01,3.1163451799e+00,4.0407133723e+01,3.5812464033e+02,3.5772954684e+00,3.0252763589e+06,1.5696901020e+00,6.2162905740e+05,-2.9607219327e+06,5.1455966821e+05,0.0000000000e+00
1.2716044266e+07,4.0218789952e+07,2.1536216569e+08,1.0347637810e+07,-2.1448896011e+01,9.8398293143e+00,-3.4904060057e-01,2.3600830713e+01,2.1932963112e+08,-3.2655536493e+02,2.0319139976e+08,1.2577319322e-07,4.9956474398e+07,5.0224539518e+09,-1.7698912951e+08,-2.0790741675e+08,5.0150267250e+09,2.5400805530e-01,1.8793249176e-01,-1.7088378079e-01,-4.5184152120e-04,1.9008147192e+08,2.5480365207e+08,1.5157914745e+08,1.9652714914e+08,1.2166779052e+02,1.0822094544e+02,9.4397104776e+01,1.4006746286e+01,3.1163521461e+00,4.0407358767e+01,3.5812488000e+02,3.5675600216e+00,3.0015919623e+06,1.5696752798e+00,6.3504027360e+05,-2.9336458816e+06,5.1455969157e+05,0.0000000000e+00
1.2761548275e+07,3.9242260414e+07,2.1580711456e+08,1.0331620428e+07,-2.1471591669e+01,9.7166700788e+00,-3.5495316420e-01,2.3570509498e+01,2.1958918024e+08,-3.2655535073e+02,2.0319140860e+08,1.2577318502e-07,4.9956477657e+07,5.0224536015e+09,-1.7699036524e+08,-2.0790717060e+08,5.0150263407e+09,2.5400839233e-01,1.8793278407e-01,-1.7088396043e-01,-4.5178399203e-04,1.9008144540e+08,2.5480373163e+08,1.5157908557e+08,1.9652713970e+08,1.2193965700e+02,1.0852451577e+02,9.4724961421e+01,1.3983106191e+01,3.1163593738e+00,4.0407589703e+01,3.5812512566e+02,3.5580333540e+00,2.9785765814e+06,1.5696605598e+00,6.4841208804e+05,-2.9071429644e+06,5.1455971396e+05,0.0000000000e+00
1.2807052283e+07,3.8264712629e+07,2.1624646336e+08,1.0315334681e+07,-2.1493650800e+01,9.5936946546e+00,-3.6083580549e-01,2.3540310200e+01,2.1984796400e+08,-3.2655533717e+02,2.0319141704e+08,1.2577317718e-07,4.9956480769e+07,5.0224532351e+09,-1.7699163797e+08,-2.0790692310e+08,5.0150259391e+09,2.5400873745e-01,1.8793308268e-01,-1.7088414519e-01,-4.5172502142e-04,1.9008141767e+08,2.5480381234e+08,1.5157902174e+08,1.9652712945e+08,1.2221088233e+02,1.0882772739e+02,9.5052816955e+01,1.3959113052e+01,3.1163668739e+00,4.0407826732e+01,3.5812537753e+02,3.5487130743e+00,2.9562247625e+06,1.5696459534e+00,6.6173106332e+05,-2.8812110034e+06,5.1455973532e+05,0.0000000000e+00
1.2852556292e+07,3.7286175473e+07,2.1668022050e+08,1.0298781929e+07,-2.1515077361e+01,9.4709046655e+00,-3.6668860264e-01,2.3510232869e+01,2.2010597844e+08,-3.2655532427e+02,2.0319142506e+08,1.2577316973e-07,4.9956483728e+07,5.0224528522e+09,-1.7699294909e+08,-2.0790667434e+08,5.0150255197e+09,2.5400909093e-01,1.8793338781e-01,-1.7088433520e-01,-4.5166455847e-04,1.9008138869e+08,2.5480389423e+08,1.5157895590e+08,1.9652711835e+08,1.2248147065e+02,1.0913058217e+02,9.5380671338e+01,1.3934768522e+01,3.1163746577e+00,4.0408070067e+01,3.5812563582e+02,3.5395970729e+00,2.9345302515e+06,1.5696314720e+00,6.7498560135e+05,-2.8558470259e+06,5.1455975564e+05,0.0000000000e+00
1.2898060300e+07,3.6306677641e+07,2.1710839445e+08,1.0281963529e+07,-2.1535875282e+01,9.3483017004e+00,-3.7251163464e-01,2.3480277549e+01,2.2036321960e+08,-3.2655531207e+02,2.0319143266e+08,1.2577316268e-07,4.9956486529e+07,5.0224524522e+09,-1.7699430006e+08,-2.0790642439e+08,5.0150250818e+09,2.5400945304e-01,1.8793369969e-01,-1.7088453063e-01,-4.5160254983e-04,1.9008135841e+08,2.5480397733e+08,1.5157888798e+08,1.9652710637e+08,1.2275142608e+02,1.0943308199e+02,9.5708524532e+01,1.3910074253e+01,3.1163827367e+00,4.0408319928e+01,3.5812590077e+02,3.5306828159e+00,2.9134861560e+06,1.5696171262e+00,6.8816385529e+05,-2.8310478783e+06,5.1455977487e+05,0.0000000000e+00
1.2943564308e+07,3.5326247648e+07,2.1753099376e+08,1.0264880834e+07,-2.1556048469e+01,9.2258873143e+00,-3.7830498124e-01,2.3450444281e+01,2.2061968361e+08,-3.2655530057e+02,2.0319143981e+08,1.2577315604e-07,4.9956489166e+07,5.0224520346e+09,-1.7699569238e+08,-2.0790617334e+08,5.0150246249e+09,2.5400982407e-01,1.8793401855e-01,-1.7088473164e-01,-4.5153893951e-04,1.9008132681e+08,2.5480406169e+08,1.5157881793e+08,1.9652709349e+08,1.2302075273e+02,1.0973522871e+02,9.6036376496e+01,1.3885031889e+01,3.1163911236e+00,4.0408576548e+01,3.5812617262e+02,3.5219679957e+00,2.8930852181e+06,1.5696029269e+00,7.0125415527e+05,-2.8068104120e+06,5.1455979298e+05,0.0000000000e+00
1.2989068317e+07,3.4344913835e+07,2.1794802704e+08,1.0247535192e+07,-2.1575600797e+01,9.1036630283e+00,-3.8406872296e-01,2.3420733103e+01,2.2087536661e+08,-3.2655528981e+02,2.0319144650e+08,1.2577314983e-07,4.9956491635e+07,5.0224515988e+09,-1.7699712768e+08,-2.0790592127e+08,5.0150241482e+09,2.5401020430e-01,1.8793434464e-01,-1.7088493837e-01,-4.5147366875e-04,1.9008129382e+08,2.5480414734e+08,1.5157874566e+08,1.9652707967e+08,1.2328945466e+02,1.1003702419e+02,9.6364227186e+01,1.3859643071e+01,3.1163998312e+00,4.0408840169e+01,3.5812645162e+02,3.5134503906e+00,2.8733196194e+06,1.5695888843e+00,7.1424560145e+05,-2.7831311245e+06,5.1455980994e+05,0.0000000000e+00
1.3034572325e+07,3.3362704365e+07,2.1835950298e+08,1.0229927949e+07,-2.1594536118e+01,8.9816303308e+00,-3.8980294108e-01,2.3391144048e+01,2.2113026480e+08,-3.2655527981e+02,2.0319145272e+08,1.2577314405e-07,4.9956493929e+07,5.0224511442e+09,-1.7699860763e+08,-2.0790566830e+08,5.0150236512e+09,2.5401059404e-01,1.8793467822e-01,-1.7088515102e-01,-4.5140667581e-04,1.9008125941e+08,2.5480423433e+08,1.5157867111e+08,1.9652706489e+08,1.2355753593e+02,1.1033847028e+02,9.6692076556e+01,1.3833909432e+01,3.1164088734e+00,4.0409111047e+01,3.5812673803e+02,3.5051274504e+00,2.8541807560e+06,1.5695750083e+00,7.2712798612e+05,-2.7600059202e+06,5.1455982569e+05,0.0000000000e+00
1.3080076334e+07,3.2379647228e+07,2.1876543033e+08,1.0212060446e+07,-2.1612858253e+01,8.8597906777e+00,-3.9550771764e-01,2.3361677146e+01,2.2138437443e+08,-3.2655527060e+02,2.0319145846e+08,1.2577313873e-07,4.9956496044e+07,5.0224506702e+09,-1.7700013399e+08,-2.0790541453e+08,5.0150231331e+09,2.5401099360e-01,1.8793501956e-01,-1.7088536974e-01,-4.5133789581e-04,1.9008122353e+08,2.5480432271e+08,1.5157859420e+08,1.9652704911e+08,1.2382500058e+02,1.1063956883e+02,9.7019924559e+01,1.3807832603e+01,3.1164182646e+00,4.0409389449e+01,3.5812703215e+02,3.4969968733e+00,2.8356599689e+06,1.5695613085e+00,7.3989030925e+05,-2.7374312392e+06,5.1455984021e+05,0.0000000000e+00
1.3125580342e+07,3.1395770239e+07,2.1916581791e+08,1.0193934022e+07,-2.1630571000e+01,8.7381454927e+00,-4.0118313546e-01,2.3332332424e+01,2.2163769178e+08,-3.2655526219e+02,2.0319146369e+08,1.2577313387e-07,4.9956497973e+07,5.0224501761e+09,-1.7700170864e+08,-2.0790516008e+08,5.0150225932e+09,2.5401140333e-01,1.8793536894e-01,-1.7088559471e-01,-4.5126726055e-04,1.9008118613e+08,2.5480441252e+08,1.5157851485e+08,1.9652703231e+08,1.2409185263e+02,1.1094032167e+02,9.7347771144e+01,1.3781414209e+01,3.1164280200e+00,4.0409675655e+01,3.5812733426e+02,3.4890563833e+00,2.8177477874e+06,1.5695477941e+00,7.5252351545e+05,-2.7154025396e+06,5.1455985346e+05,0.0000000000e+00
1.3171084351e+07,3.0411101043e+07,2.1956067459e+08,1.0175550009e+07,-2.1647678127e+01,8.6166961687e+00,-4.0682927810e-01,2.3303109905e+01,2.2189021320e+08,-3.2655525462e+02,2.0319146840e+08,1.2577312949e-07,4.9956499710e+07,5.0224496612e+09,-1.7700333352e+08,-2.0790490507e+08,5.0150220308e+09,2.5401182355e-01,1.8793572666e-01,-1.7088582612e-01,-4.5119469825e-04,1.9008114715e+08,2.5480450382e+08,1.5157843298e+08,1.9652701444e+08,1.2435809606e+02,1.1124073064e+02,9.7675616256e+01,1.3754655871e+01,3.1164381556e+00,4.0409969962e+01,3.5812764467e+02,3.4813033875e+00,2.8004343488e+06,1.5695344735e+00,7.6501791093e+05,-2.6939153918e+06,5.1455986539e+05,0.0000000000e+00
