
2453705.833333333, A.D. 2005-Dec-01 08:00:00.0000,  7.883305292862709E+07,  7.400551450351323E+07, -3.537641251567792E+06, -2.407643489574992E+01,  2.538318004277320E+01,  1.736933753779555E+00,
2453705.949074074, A.D. 2005-Dec-01 10:46:40.0000,  7.859187585776165E+07,  7.425895802147849E+07, -3.520253404416811E+06, -2.415893805014130E+01,  2.530547842384930E+01,  1.740632679425460E+00,
2453706.064814815, A.D. 2005-Dec-01 13:33:20.0000,  7.834987499366371E+07,  7.451162317076233E+07, -3.502828657987606E+06, -2.424119339277649E+01,  2.522750643666404E+01,  1.744313602579398E+00,
2453706.180555556, A.D. 2005-Dec-01 16:20:00.0000,  7.810705281893110E+07,  7.476350725159249E+07, -3.485367192510180E+06, -2.432320002799824E+01,  2.514926486379794E+01,  1.747976482251346E+00,
2453706.296296296, A.D. 2005-Dec-01 19:06:40.0000,  7.786341182510631E+07,  7.501460757203777E+07, -3.467869188623577E+06, -2.440495706253088E+01,  2.507075449087402E+01,  1.751621277630345E+00,
2453706.412037037, A.D. 2005-Dec-01 21:53:20.0000,  7.761895451265265E+07,  7.526492144803831E+07, -3.450334827374011E+06, -2.448646360549110E+01,  2.499197610655102E+01,  1.755247948085014E+00,
2453706.527777778, A.D. 2005-Dec-02 00:40:00.0000,  7.737368339093027E+07,  7.551444620343608E+07, -3.432764290213145E+06, -2.456771876839858E+01,  2.491293050251662E+01,  1.758856453164073E+00,
2453706.643518519, A.D. 2005-Dec-02 03:26:40.0000,  7.712760097817200E+07,  7.576317917000496E+07, -3.415157758996237E+06, -2.464872166518682E+01,  2.483361847348064E+01,  1.762446752596889E+00,
2453706.759259259, A.D. 2005-Dec-02 06:13:20.0000,  7.688070980145933E+07,  7.601111768748109E+07, -3.397515415980347E+06, -2.472947141221368E+01,  2.475404081716808E+01,  1.766018806293973E+00,
2453706.875000000, A.D. 2005-Dec-02 09:00:00.0000,  7.663301239669791E+07,  7.625825910359286E+07, -3.379837443822522E+06, -2.480996712827221E+01,  2.467419833431230E+01,  1.769572574347514E+00,
2453706.990740741, A.D. 2005-Dec-02 11:46:40.0000,  7.638451130859326E+07,  7.650460077409099E+07, -3.362124025577981E+06, -2.489020793460113E+01,  2.459409182864801E+01,  1.773108017031884E+00,
2453707.106481481, A.D. 2005-Dec-02 14:33:20.0000,  7.613520909062627E+07,  7.675014006277856E+07, -3.344375344698284E+06, -2.497019295489563E+01,  2.451372210690429E+01,  1.776625094804180E+00,
2453707.222222222, A.D. 2005-Dec-02 17:20:00.0000,  7.588510830502853E+07,  7.699487434154086E+07, -3.326591585029483E+06, -2.504992131531791E+01,  2.443308997879751E+01,  1.780123768304724E+00,
2453707.337962963, A.D. 2005-Dec-02 20:06:40.0000,  7.563421152275763E+07,  7.723880099037528E+07, -3.308772930810370E+06, -2.512939214450780E+01,  2.435219625702436E+01,  1.783603998357563E+00,
2453707.453703704, A.D. 2005-Dec-02 22:53:20.0000,  7.538252132347234E+07,  7.748191739742103E+07, -3.290919566670492E+06, -2.520860457359333E+01,  2.427104175725462E+01,  1.787065745971024E+00,
2453707.569444444, A.D. 2005-Dec-03 01:40:00.0000,  7.513004029550764E+07,  7.772422095898885E+07, -3.273031677628450E+06, -2.528755773620137E+01,  2.418962729812409E+01,  1.790508972338174E+00,
