time,JDTDB,X,Y,Z,VX,VY,VZ
15033600,2453771.500000000,-1.253212059810145E+07,2.290174137088308E+08,8.859059610814825E+06,-2.203223862314972E+01,3.438859493241042E+00,-6.266151734736622E-01
15120000,2453772.500000000,-1.443516625107383E+07,2.293051641158066E+08,8.804557471499473E+06,-2.201945485367474E+01,3.222171722178024E+00,-6.349928721265089E-01
15206400,2453773.500000000,-1.633703268339064E+07,2.295742295998014E+08,8.749335520149022E+06,-2.200494491339128E+01,3.006338715991063E+00,-6.432775977373908E-01
15292800,2453774.500000000,-1.823757154383035E+07,2.298246841627738E+08,8.693401761261910E+06,-2.198872703674384E+01,2.791363929184993E+00,-6.514700097296326E-01
15379200,2453775.500000000,-2.013663606637214E+07,2.300566020794287E+08,8.636764163461030E+06,-2.197081999044105E+01,2.577249973287788E+00,-6.595699927410631E-01
15465600,2453776.500000000,-2.203408102445060E+07,2.302700579015659E+08,8.579430638883218E+06,-2.195123972392560E+01,2.364001391434563E+00,-6.675798312207465E-01
15552000,2453777.500000000,-2.392976262498911E+07,2.304651265106479E+08,8.521408966832772E+06,-2.193000438840030E+01,2.151620540144917E+00,-6.754994554390642E-01
15638400,2453778.500000000,-2.582353860680862E+07,2.306418830064078E+08,8.462706909498662E+06,-2.190713098771254E+01,1.940110360716891E+00,-6.833296189113405E-01
15724800,2453779.500000000,-2.771526816436278E+07,2.308004027385557E+08,8.403332162460491E+06,-2.188263621148648E+01,1.729473704635600E+00,-6.910711112664396E-01
15811200,2453780.500000000,-2.960481192029290E+07,2.309407613003037E+08,8.343292351242244E+06,-2.185653642925595E+01,1.519713358055997E+00,-6.987247660942918E-01
15897600,2453781.500000000,-3.149203189755511E+07,2.310630345234243E+08,8.282595027122408E+06,-2.182884768467508E+01,1.310832059650674E+00,-7.062914702630907E-01
15984000,2453782.500000000,-3.337679149074644E+07,2.311672984749343E+08,8.221247661984488E+06,-2.179958568352614E+01,1.102832521694926E+00,-7.137721770017056E-01
16070400,2453783.500000000,-3.525895543650553E+07,2.312536294563626E+08,8.159257641967341E+06,-2.176876578260582E+01,8.957174712704015E-01,-7.211679207182033E-01
16156800,2453784.500000000,-3.713838978246240E+07,2.313221040073388E+08,8.096632259624764E+06,-2.173640296895953E+01,6.894896942980220E-01,-7.284798373515433E-01
16243200,2453785.500000000,-3.901496185440363E+07,2.313727989117715E+08,8.033378704039440E+06,-2.170251183776849E+01,4.841520707974787E-01,-7.357091909679083E-01
16329600,2453786.500000000,-4.088854022096129E+07,2.314057912090810E+08,7.969504048357710E+06,-2.166710655692098E+01,2.797076459340736E-01,-7.428574079254225E-01
16416000,2453787.500000000,-4.275899465490785E+07,2.314211582115955E+08,7.905015233860940E+06,-2.163020082325059E+01,7.615971064668936E-02,-7.499261230777099E-01
16502400,2453788.500000000,-4.462619611486313E+07,2.314189775041862E+08,7.839919078384876E+06,-2.159180845191010E+01,-1.264887667138786E-01,-7.569164894366728E-01
16588800,2453789.500000000,-4.649001665175054E+07,2.313993270283205E+08,7.774222198484704E+06,-2.155194067289344E+01,-3.282322656598762E-01,-7.638322754283775E-01
16675200,2453790.500000000,-4.835032933064008E+07,2.313622851510679E+08,7.707930952459529E+06,-2.151060992916370E+01,-5.290666208091531E-01,-7.706754691816697E-01
16761600,2453791.500000000,-5.020700822800834E+07,2.313079306668011E+08,7.641051471274942E+06,-2.146782707991482E+01,-7.289859785239133E-01,-7.774494608486239E-01
16848000,2453792.500000000,-5.205992830920903E+07,2.312363429335994E+08,7.573589556260198E+06,-2.142360178778182E+01,-9.279830592014247E-01,-7.841585415476778E-01
16934400,2453793.500000000,-5.390896530889703E+07,2.311476020216531E+08,7.505550586047530E+06,-2.137794211603518E+01,-1.126048531246826E+00,-7.908082818081639E-01
17020800,2453794.500000000,-5.575399556795087E+07,2.310417889293522E+08,7.436939382715017E+06,-2.133085390482281E+01,-1.323170036316425E+00,-7.974061146261361E-01
17107200,2453795.500000000,-5.759489580156299E+07,2.309189859072134E+08,7.367760013843611E+06,-2.128233976783661E+01,-1.519330619618767E+00,-8.039622686219201E-01
17193600,2453796.500000000,-5.943154275449129E+07,2.307792769576961E+08,7.298015489682809E+06,-2.123239741538805E+01,-1.714506124225785E+00,-8.104913241399185E-01
17280000,2453797.500000000,-6.126381267378061E+07,2.306227486213928E+08,7.227707296234056E+06,-2.118101713507747E+01,-1.908661148589142E+00,-8.170143576814358E-01
17366400,2453798.500000000,-6.309158041134090E+07,2.304494913307860E+08,7.156834577676147E+06,-2.112817460259653E+01,-2.101738489785324E+00,-8.235663196222628E-01
17452800,2453799.500000000,-6.491471781005162E+07,2.302596018578295E+08,7.085392645254880E+06,-2.107382240234139E+01,-2.293645207273205E+00,-8.302026780136896E-01
17539200,2453800.500000000,-6.673309075616905E+07,2.300531878547158E+08,7.013370313365132E+06,-2.101786390322548E+01,-2.484212965461589E+00,-8.370240418284464E-01
17625600,2453801.500000000,-6.854655271215928E+07,2.298303777754378E+08,6.940743993476108E+06,-2.096009208211096E+01,-2.673103947179994E+00,-8.442314273465494E-01
17712000,2453802.500000000,-7.035492868540359E+07,2.295913454559994E+08,6.867463178734139E+06,-2.090000207295605E+01,-2.859524234345573E+00,-8.522944414567848E-01
17798400,2453803.500000000,-7.215796461277503E+07,2.293363872445484E+08,6.793405650534868E+06,-2.083602197600049E+01,-3.041055337806464E+00,-8.626291929211443E-01
17884800,2453804.500000000,-7.395507819922093E+07,2.290662987312359E+08,6.718159564923689E+06,-2.075975305228392E+01,-3.205039783254094E+00,-8.824692013331628E-01
17971200,2453805.500000000,-7.573588209379990E+07,2.287741342539424E+08,6.667953846088111E+06,-2.148802671254948E+01,-5.967006222090406E+00,1.951245078667752E+00
18057600,2453806.500000000,-7.765296454746263E+07,2.282615838308931E+08,6.725130422084033E+06,-2.237323369222645E+01,-5.692588538571203E+00,-1.811770883558710E-01
18144000,2453807.500000000,-7.954029695135956E+07,2.277635958796211E+08,6.770074981535122E+06,-2.217681831626357E+01,-6.229753234674698E+00,5.563623545855207E-01
18230400,2453808.500000000,-8.143361519599019E+07,2.272599487234286E+08,6.781194033603221E+06,-2.150719491136236E+01,-6.565214438858566E+00,1.681235372477588E+00
18316800,2453809.500000000,-8.333677829160725E+07,2.267011026190726E+08,6.829716778412893E+06,-2.218012297416942E+01,-6.197069920513783E+00,-2.831310161550613E-01
18403200,2453810.500000000,-8.520645816136782E+07,2.261538887024541E+08,6.875949981724635E+06,-2.199377781238312E+01,-6.762196894507896E+00,4.791815146252563E-01
18489600,2453811.500000000,-8.708035822795182E+07,2.256018369972452E+08,6.889463790732041E+06,-2.143712550212631E+01,-7.124046067387414E+00,1.475260505820461E+00
